layer,name,channelId,follower,peak_45d,avg_45d,hours_45d,viewership_45d,conv_rate_pct,efficiency,retention_pct,is_general_game,exclude_reason,peak_rank,avg_rank,vs_rank,point
B,실키아,f9f5fda096ff44d36127036cd18b0db2,1559,69,17.9,181.8,3251.3,1.15,2.0855,25.94,true,,949,1163,1124,1104.6
B,바박수,3d0a92839e13cdb6c87e6a1b8234200c,2247,39,17.8,181.3,3235.4,0.79,1.4399,45.64,virtual_only,,1635,1165,1128,1244.2
B,고보미,5cd51d3c832c0fd8b133d1e6ae08349c,1565,65,17.7,193.6,3434.1,1.13,2.1943,27.23,virtual_only,,1001,1175,1064,1095.8
B,레 보,40d277bcb13fc704ed7142cc974defb8,1814,52,17.7,183.7,3255.6,0.98,1.7947,34.04,false,,1231,1176,1122,1165.4
B,강해온,e24d8a6e6f04c4f113f50f38028405c7,3547,66,17.7,196.2,3475.3,0.5,0.9798,26.82,virtual_only,,986,1177,1048,1087.2
B,벨라레타,2c544d88a7bde49eca78a1bd1756e1cc,710,57,17.7,234.7,4146.6,2.49,5.8403,31.05,virtual_only,,1131,1179,911,1062.2
B,김도프,9558bef30ab3ab17374d2ddc99c04ef9,1052,39,17.6,202.6,3570.0,1.67,3.3935,45.13,virtual_only,,1635,1184,1028,1211.8
B,아로니아 스우 HAVEN,d81bf028fb03ae5998831b60c5bc9fd1,577,51,17.5,196.9,3454.5,3.03,5.987,34.31,virtual_only,,1254,1188,1056,1148.4
B,우덩,4cc2031a4597b6dd2d75c13fd375e433,650,44,17.5,238.8,4184.4,2.69,6.4375,39.77,virtual_only,,1454,1190,905,1128.8
B,히스이 렌야 HAVEN,937dbaf38df21d2b2be9359493ce4774,815,50,17.5,201.3,3514.6,2.15,4.3124,35.0,virtual_only,,1282,1194,1039,1149.6
B,모아루루루,c6b31548a6b82ce27273d691802ff7cd,527,57,17.3,248.0,4300.7,3.28,8.1607,30.35,virtual_only,,1131,1202,887,1061.8
B,으닝이,cfe8affb2d6f47e3014bad20c57a4779,1127,43,17.3,235.1,4056.8,1.54,3.5996,40.23,virtual_only,,1484,1206,924,1148.8
B,이웃집펭긴,c1fff7c09364995853a887468cace330,672,319,17.2,271.6,4672.3,2.56,6.9528,5.39,virtual_only,,279,1209,808,862.6
B,청유라,4228105c1b603ffe19bb84ac362b88b4,845,39,17.2,214.3,3683.6,2.04,4.3593,44.1,virtual_only,,1635,1210,1001,1211.4
B,린세 이데,f9c5767197acf2b93313d2f57d432a8d,1141,41,17.1,214.6,3670.8,1.5,3.2172,41.71,false,,1555,1215,1004,1198.6
B,채사란,ad2d7b6eca7475f00ce48d70c4db42c4,233,41,17.0,187.3,3192.9,7.3,13.7034,41.46,virtual_only,,1555,1223,1143,1257.4
B,효굴효굴,451758d2f5fdf831c7650d717e379560,1072,97,17.0,249.5,4246.1,1.59,3.9609,17.53,virtual_only,,686,1226,893,984.8
B,01142,cec29effc1b43d4f9040ff860f4289a5,719,52,17.0,194.8,3311.4,2.36,4.6056,32.69,virtual_only,,1231,1228,1099,1177.0
B,시춘,10262937dbcaa8be1dbfb56e4ee065af,367,40,17.0,260.9,4431.4,4.63,12.0747,42.5,virtual_only,,1601,1229,848,1151.0
B,루 엘리야,8c627607e27d65bd775fb28ce540f378,882,62,17.0,221.4,3754.4,1.93,4.2567,27.42,virtual_only,,1048,1233,983,1096.0
B,엠쓔,b0ad4b78805f7eb11ac7a9fe0b686242,1803,50,16.9,248.0,4194.3,0.94,2.3263,33.8,virtual_only,,1282,1238,903,1112.8
B,모꾸리,285d198535841d4f85ad8e69c6c75060,1178,32,16.9,214.0,3609.1,1.43,3.0638,52.81,virtual_only,,1965,1240,1017,1295.8
B,이비핑,3bd0ebe04d173a7f5abfabbe793c1fbf,1428,60,16.8,260.6,4373.6,1.18,3.0627,28.0,virtual_only,,1085,1246,863,1060.6
B,생이 saeng e,9a1c3da3ada3e13e2fbad6da69225334,1712,56,16.7,232.1,3867.8,0.98,2.2592,29.82,virtual_only,,1152,1257,954,1114.8
B,렛 삐,3e29f8b51cdd0f7566d3840e1a1a4f8e,778,41,16.6,263.8,4371.4,2.13,5.6188,40.49,virtual_only,,1555,1260,865,1161.0
B,김 아루,e5d7445c3fc6bbd1b412eb7db131d747,729,37,16.5,240.8,3971.2,2.26,5.4475,44.59,virtual_only,,1713,1265,936,1223.0
B,고로께,3c3fed0f28a0e80d5e91829ab9e22037,1760,71,16.5,231.9,3821.8,0.94,2.1715,23.24,virtual_only,,931,1268,963,1078.6
B,도해니,52329a7e5fcdc24382aafde3c15dbf8c,897,93,16.4,228.9,3759.9,1.83,4.1916,17.63,virtual_only,,720,1276,980,1046.4
B,김덕복,950d3a146bc83a8d978df75f5f76ca20,602,44,16.3,273.1,4459.6,2.71,7.408,37.05,virtual_only,,1454,1283,843,1141.2
B,앞투원,14d38d8fe34cd5f4d253214e3c62e7d9,745,46,16.3,183.4,2993.3,2.19,4.0179,35.43,virtual_only,,1395,1284,1193,1269.8
B,자빈123,df0e20ff2e2b966a2e4032054741c2e4,2110,88,16.3,269.0,4387.7,0.77,2.0795,18.52,virtual_only,,756,1285,854,1006.8
B,청백월,70d4c17a7420222f5a249b9e943e2ea8,1012,29,16.2,227.0,3679.7,1.6,3.6361,55.86,virtual_only,,2140,1290,1003,1345.2
B,별 나래,a8b57b9ee1309ccb1eb1f3a984a0aac9,902,92,16.2,200.9,3252.2,1.8,3.6055,17.61,virtual_only,,729,1291,1123,1111.4
B,진다람,aa26e59c91a22bd430ec1d5d6d965dac,1188,33,16.2,195.8,3169.6,1.36,2.668,49.09,true,,1918,1292,1148,1359.6
B,야몽1,0687ff5a3bbaad574fbaa92e5abd1025,704,34,16.1,232.8,3752.9,2.29,5.3308,47.35,virtual_only,,1866,1299,985,1286.8
B,소브루,7833604b4b64368ffd42eb15eb95c1ff,535,92,16.1,271.9,4374.5,3.01,8.1766,17.5,virtual_only,,729,1303,860,1011.0
B,강감자,f964cca49eac931fcac2a5be7c1b349f,1360,31,16.1,182.7,2937.8,1.18,2.1601,51.94,false,,2016,1305,1218,1412.4
B,헤냥,edca046a9e1e8fa80bc35b7fb8855b0b,1590,51,16.0,227.4,3627.8,1.01,2.2816,31.37,false,,1254,1315,1008,1180.0
B,킹코도,08d50d8b580de6b3c53e93224765a706,1940,46,15.9,203.6,3238.1,0.82,1.6691,34.57,virtual_only,,1395,1318,1127,1257.0
B,엘몽,a86f1bab2b5f0f802c456deee0f2b547,1014,59,15.9,202.6,3220.6,1.57,3.1761,26.95,false,,1100,1319,1134,1201.2
B,유앵화,97be9cdfb3dcd0c98219dfcbffb4baab,1026,33,15.8,229.9,3625.8,1.54,3.5339,47.88,false,,1918,1332,1010,1320.4
B,레피돌,c4a867051fca980c13961bb6d88b1b2d,2025,85,15.7,219.2,3446.6,0.78,1.702,18.47,virtual_only,,784,1337,1059,1115.2
B,포뭉S2,001fa0b0a6b869d0c1912d2715d14d08,392,41,15.7,208.3,3262.9,4.01,8.3237,38.29,virtual_only,,1555,1342,1119,1295.4
B,하모시달,7867d6ae0b65fd2db0158d030d320404,770,49,15.5,226.4,3517.0,2.01,4.5675,31.63,virtual_only,,1313,1348,1037,1216.6
B,냐땅이,2f050f29c9924122356ac91765f17e56,2010,154,15.4,208.6,3221.1,0.77,1.6025,10.0,virtual_only,,464,1353,1133,1087.2
B,사사에,7340387668327f7da29f0b7308fa76f6,536,42,15.3,201.9,3095.7,2.85,5.7756,36.43,virtual_only,,1511,1358,1168,1312.6
B,해도밍,97258346ef627c2a78cca93fab886cd3,861,61,15.3,256.7,3929.3,1.78,4.5636,25.08,virtual_only,,1066,1361,943,1134.8
B,꽃이피,8d3db5769db2ad8d570eeaadece62a23,693,74,15.2,215.4,3280.2,2.19,4.7333,20.54,false,,889,1370,1110,1169.8
B,정따따,259537727ab7dc413929428fe4b66c88,928,30,15.1,193.0,2907.1,1.63,3.1327,50.33,virtual_only,,2076,1384,1229,1460.4
B,햄부기쟝,830d3552c7d6acea5b77cb688e58ba68,532,40,15.1,187.8,2826.4,2.84,5.3128,37.75,virtual_only,,1601,1385,1260,1378.2
B,은 호리,5f698948f91fb985ec5342148e82e80f,636,37,15.0,197.9,2970.3,2.36,4.6703,40.54,virtual_only,,1713,1386,1204,1378.6
