channel_name,channelId,channel_url,platform,follower,categories,is_general_game,is_virtual,peak_max,peak_p95,peak_median,peak_recent_median,avg_median,avg_recent_median,stream_hours,ts_weeks,band,final_include,cohort_role,is_overlap
늙은어린이2,1fd54afbec396b332cf2883561f48a0e,https://chzzk.naver.com/live/1fd54afbec396b332cf2883561f48a0e,naverchzzk,1941.0,원신,True,unknown,63.0,53.0,35.0,44.0,25.0,25.0,34.7,101.0,31-40,True,peer_T1,True
코요 템페스트,8d87e7057474f4506d2db5d0c2769138,https://chzzk.naver.com/live/8d87e7057474f4506d2db5d0c2769138,naverchzzk,662.0,승리의 여신: 니케,True,unknown,97.0,75.0,42.0,43.0,20.0,18.0,361.5,147.0,41-50,True,peer_T1,False
라피니아 GO66,8968e548991e09739da81e75c7dc75c0,https://chzzk.naver.com/live/8968e548991e09739da81e75c7dc75c0,naverchzzk,1390.0,이터널 리턴,True,unknown,84.0,61.0,30.0,43.0,20.0,24.0,38.3,121.0,41-50,True,peer_T1,True
맘쥬,cbfa98548ac10dc499d489fe50f61dc3,https://chzzk.naver.com/live/cbfa98548ac10dc499d489fe50f61dc3,naverchzzk,1150.0,던전앤파이터,True,unknown,70.0,65.0,48.0,42.0,28.0,30.0,239.9,128.0,41-50,True,peer_T1,True
댜앙댜앙,1d2464b7d15ec46eb0016325899cde10,https://chzzk.naver.com/live/1d2464b7d15ec46eb0016325899cde10,naverchzzk,1624.0,Grand Theft Auto V,True,unknown,54.0,47.1,32.0,41.0,21.0,26.0,109.5,107.0,41-50,True,peer_T1,False
달디단레몬,3ecbcdcd5c780344d396c93c61ea2595,https://chzzk.naver.com/live/3ecbcdcd5c780344d396c93c61ea2595,naverchzzk,1337.0,유희왕 마스터 듀얼,True,unknown,91.0,64.7,43.5,41.0,17.0,18.0,97.5,112.0,41-50,True,peer_T1,True
성은 씨,63a1cb463032bb9d88ee5fd17c1a0a3f,https://chzzk.naver.com/live/63a1cb463032bb9d88ee5fd17c1a0a3f,naverchzzk,1280.0,리그 오브 레전드,True,unknown,129.0,84.7,24.0,39.0,13.0,17.0,72.5,87.0,21-30,True,peer_T1,False
빛나람 starnaram,e5c1270f02735e2a381a70c944fd2688,https://chzzk.naver.com/live/e5c1270f02735e2a381a70c944fd2688,naverchzzk,1609.0,오버워치,True,unknown,61.0,54.0,41.0,37.0,22.0,26.0,149.3,125.0,41-50,True,peer_T1,False
세이난,dbb692c84413d92d9bded6ef67246914,https://chzzk.naver.com/live/dbb692c84413d92d9bded6ef67246914,naverchzzk,197.0,고전 게임,True,unknown,62.0,53.1,11.0,37.0,5.0,13.0,395.7,99.0,21-30,True,peer_T1,False
리채 Richae,3e058dcfbb022dfdaa1a9b7d9eefe45a,https://chzzk.naver.com/live/3e058dcfbb022dfdaa1a9b7d9eefe45a,naverchzzk,1210.0,던전앤파이터,True,unknown,150.0,70.0,34.0,37.0,24.0,27.0,49.1,121.0,41-50,True,peer_T1,True
개씨유,d90c796bd7e4ddebf3cfdba1d325b075,https://chzzk.naver.com/live/d90c796bd7e4ddebf3cfdba1d325b075,naverchzzk,805.0,엘든 링,True,unknown,74.0,56.8,15.0,37.0,9.0,26.0,51.2,86.0,41-50,True,peer_T1,False
메가재범,63d1d26a9dbf5ade38d4fb51b960064d,https://chzzk.naver.com/live/63d1d26a9dbf5ade38d4fb51b960064d,naverchzzk,1929.0,마인크래프트,True,unknown,76.0,53.5,37.0,36.0,28.0,24.0,228.8,131.0,41-50,True,peer_T1,True
RIOORI 리우리,3d24cb2450ec17e17f79e964d32a23e3,https://chzzk.naver.com/live/3d24cb2450ec17e17f79e964d32a23e3,naverchzzk,638.0,던전앤파이터,True,unknown,82.0,67.0,39.0,36.0,21.0,23.0,88.1,128.0,31-40,True,peer_T1,True
돼지저금통 치지직,1d19dc348fdf699e63885944b49ff60c,https://chzzk.naver.com/live/1d19dc348fdf699e63885944b49ff60c,naverchzzk,2449.0,talk,True,unknown,98.0,79.1,44.0,35.0,26.0,22.0,105.8,144.0,31-40,True,peer_T1,True
덕드래곤,86d3d8d5997609df783949d107fbde24,https://chzzk.naver.com/live/86d3d8d5997609df783949d107fbde24,naverchzzk,1142.0,철권 8,True,unknown,70.0,59.0,36.0,35.0,24.5,21.0,61.9,128.0,41-50,True,peer_T1,False
여니연어,b6a1a1b3e7bd6a8860d61c09a6b79df5,https://chzzk.naver.com/live/b6a1a1b3e7bd6a8860d61c09a6b79df5,naverchzzk,2104.0,이터널 리턴,True,unknown,195.0,122.0,45.0,34.0,20.0,21.0,165.0,142.0,31-40,True,peer_T1,True
대상어,1bb5d04f49dace3bad16515215a4f7ad,https://chzzk.naver.com/live/1bb5d04f49dace3bad16515215a4f7ad,naverchzzk,1022.0,talk,True,unknown,262.0,64.0,36.0,34.0,22.5,23.0,46.3,86.0,41-50,True,peer_T1,True
RED레드,3e37d763f523aa85702513fc3c04b2d9,https://chzzk.naver.com/live/3e37d763f523aa85702513fc3c04b2d9,naverchzzk,775.0,몬스터 헌터 월드: 아이스본,True,unknown,60.0,47.3,22.0,33.0,15.0,20.0,349.2,88.0,41-50,True,peer_T1,False
우소 마토,ab504d770e36bf59aaf155be434952d8,https://chzzk.naver.com/live/ab504d770e36bf59aaf155be434952d8,naverchzzk,480.0,스타크래프트 : 리마스터,True,unknown,38.0,34.0,13.0,33.0,9.0,21.0,159.5,142.0,16-20,True,peer_T1,True
채팅방장,23fa0556093a22a19cc7f16858c90264,https://chzzk.naver.com/live/23fa0556093a22a19cc7f16858c90264,naverchzzk,1139.0,오버워치,True,unknown,52.0,43.3,28.0,33.0,12.0,14.0,68.9,55.0,31-40,True,peer_T1,False
저무콩,1b6ab1bf0886941211fc9ff44035e6ba,https://chzzk.naver.com/live/1b6ab1bf0886941211fc9ff44035e6ba,naverchzzk,1306.0,명조:워더링 웨이브,True,unknown,102.0,91.0,31.0,32.0,16.0,19.0,112.6,116.0,31-40,True,peer_T1,False
빵지콩,ff38fdec85167efa94405c328e8e8c6e,https://chzzk.naver.com/live/ff38fdec85167efa94405c328e8e8c6e,naverchzzk,2425.0,리그 오브 레전드,True,unknown,107.0,58.0,39.0,32.0,29.0,23.0,69.3,134.0,41-50,True,peer_T1,True
로디마스,7dd6f0927c18f4acc3f40b8d31a80f0f,https://chzzk.naver.com/live/7dd6f0927c18f4acc3f40b8d31a80f0f,naverchzzk,2378.0,talk,True,unknown,239.0,83.0,37.0,32.0,23.0,19.0,101.7,141.0,41-50,True,peer_T1,True
설ㅡ하,42d9e35fdeee6c2163494eb12961e9da,https://chzzk.naver.com/live/42d9e35fdeee6c2163494eb12961e9da,naverchzzk,2187.0,블루 아카이브,True,unknown,224.0,88.6,44.0,31.0,24.0,21.0,104.0,119.0,41-50,True,peer_T1,True
짤녀와 많쿠만in텟슈,72293c76fbcdb06e578ddc6c54ba151b,https://chzzk.naver.com/live/72293c76fbcdb06e578ddc6c54ba151b,naverchzzk,1732.0,에이펙스 레전드,True,unknown,96.0,75.0,37.0,31.0,24.0,21.0,45.8,116.0,31-40,True,peer_T1,False
고일이,cf882ca21960c190dd6af5c8332d3876,https://chzzk.naver.com/live/cf882ca21960c190dd6af5c8332d3876,naverchzzk,2388.0,ASMR,True,unknown,351.0,233.9,29.0,30.0,20.0,20.0,93.9,115.0,31-40,True,peer_T1,True
파랑떡볶이,72daeda32bb15f58ae6c6f1866c35492,https://chzzk.naver.com/live/72daeda32bb15f58ae6c6f1866c35492,naverchzzk,1640.0,레프트 4 데드 2,True,unknown,51.0,37.0,27.0,30.0,18.0,20.0,196.6,126.0,21-30,True,peer_T1,False
김막구,7f14cb1fbbf50fa62cce90321faf57e9,https://chzzk.naver.com/live/7f14cb1fbbf50fa62cce90321faf57e9,naverchzzk,2993.0,카트라이더,True,unknown,110.0,35.3,25.0,30.0,20.0,21.0,56.6,108.0,31-40,True,peer_T1,False
안녕하세요방갑습니다,9c5d25a0c51ed759dad92bebbd01726f,https://chzzk.naver.com/live/9c5d25a0c51ed759dad92bebbd01726f,naverchzzk,874.0,발로란트,True,unknown,39.0,38.0,30.0,30.0,17.0,18.0,44.5,87.0,31-40,True,peer_T1,False
손기현2,dfb27368b4a7ed8c8b4048075875596a,https://chzzk.naver.com/live/dfb27368b4a7ed8c8b4048075875596a,naverchzzk,1648.0,이환,True,unknown,93.0,43.0,27.0,29.0,19.0,21.0,280.0,113.0,31-40,True,peer_T1,False
모카형,52b2f7d78f07b3b175dbaaa3cb9abc85,https://chzzk.naver.com/live/52b2f7d78f07b3b175dbaaa3cb9abc85,naverchzzk,2233.0,스트리노바,True,unknown,65.0,34.0,24.0,28.0,17.0,20.0,604.3,146.0,41-50,True,peer_T1,True
소발자,8df0e2fd888d52ed10562f2cdb9fa6e0,https://chzzk.naver.com/live/8df0e2fd888d52ed10562f2cdb9fa6e0,naverchzzk,936.0,이스케이프 프롬 타르코프,True,unknown,54.0,43.2,25.0,28.0,14.0,20.0,193.1,129.0,21-30,True,peer_T1,False
배쨜이,8895df5b7733f26ccc6b4f54aeaa1072,https://chzzk.naver.com/live/8895df5b7733f26ccc6b4f54aeaa1072,naverchzzk,787.0,메이플스토리,True,unknown,124.0,49.5,28.0,28.0,21.0,20.0,50.3,51.0,31-40,True,peer_T1,True
아울이네,aaab8f4e08ca394e4012936c8d445b6c,https://chzzk.naver.com/live/aaab8f4e08ca394e4012936c8d445b6c,naverchzzk,473.0,로스트아크,True,unknown,99.0,50.0,33.0,28.0,17.0,22.0,63.9,131.0,31-40,True,peer_T1,True
뭐 더 라,f9f5fda096ff44d36127036cd18b0db2,https://chzzk.naver.com/live/f9f5fda096ff44d36127036cd18b0db2,naverchzzk,1556.0,PUBG: 배틀그라운드,True,unknown,75.0,69.0,41.0,28.0,19.0,18.0,60.8,133.0,41-50,True,peer_T1,True
와구리1,222d25595ebeb41a170528f9573c9c61,https://chzzk.naver.com/live/222d25595ebeb41a170528f9573c9c61,naverchzzk,662.0,talk,True,unknown,48.0,41.0,15.5,28.0,10.0,12.0,49.9,80.0,31-40,True,peer_T1,False
룰라바이030,2960ed91c351c50a16b3c392b0c9b0cb,https://chzzk.naver.com/live/2960ed91c351c50a16b3c392b0c9b0cb,naverchzzk,469.0,talk,True,unknown,51.0,39.7,27.0,28.0,19.0,19.0,41.7,147.0,31-40,True,peer_T1,False
쩡니예,8414921d3832f2ea0faed6291600c415,https://chzzk.naver.com/live/8414921d3832f2ea0faed6291600c415,naverchzzk,917.0,패스 오브 엑자일 2,True,unknown,71.0,39.0,17.0,27.0,11.0,14.0,271.8,112.0,41-50,True,peer_T1,False
나힝구,652abc4f57f73627fd3b63c1acb46735,https://chzzk.naver.com/live/652abc4f57f73627fd3b63c1acb46735,naverchzzk,1641.0,PUBG: 배틀그라운드,True,unknown,64.0,41.8,27.0,27.0,17.0,15.0,136.7,145.0,41-50,True,peer_T1,True
류 카,e2f91d088c9bbcd1fce2924ff3f58226,https://chzzk.naver.com/live/e2f91d088c9bbcd1fce2924ff3f58226,naverchzzk,1702.0,PUBG: 배틀그라운드,True,unknown,60.0,50.0,33.0,27.0,20.0,20.0,172.4,139.0,21-30,True,peer_T1,False
쭁쫑이,567e1b3ae285ebb564deb77603a4da32,https://chzzk.naver.com/live/567e1b3ae285ebb564deb77603a4da32,naverchzzk,1370.0,마비노기 모바일,True,unknown,66.0,61.0,34.0,27.0,19.0,18.0,125.4,133.0,31-40,True,peer_T1,False
Error Bug 에러 버그,49f0c246aa1cb8f618ece36851b5ab26,https://chzzk.naver.com/live/49f0c246aa1cb8f618ece36851b5ab26,naverchzzk,958.0,음악/노래,True,unknown,181.0,75.0,18.5,27.0,11.5,15.0,80.1,90.0,21-30,True,peer_T1,False
뀨냥냥,6fdb2087d2d7d0349d0c194cfe1be0d9,https://chzzk.naver.com/live/6fdb2087d2d7d0349d0c194cfe1be0d9,naverchzzk,1131.0,talk,True,unknown,33.0,31.0,21.0,26.0,17.0,21.0,289.3,117.0,31-40,True,peer_T1,True
쥐뚱,694a4e3ac4406e1989f85cdde291999c,https://chzzk.naver.com/live/694a4e3ac4406e1989f85cdde291999c,naverchzzk,1691.0,talk,True,unknown,71.0,65.8,46.0,26.0,25.0,17.0,99.2,105.0,41-50,True,peer_T1,True
이냐비,8131c92832957e2d83287c90af8e6932,https://chzzk.naver.com/live/8131c92832957e2d83287c90af8e6932,naverchzzk,1747.0,명일방주,True,unknown,110.0,76.0,35.0,26.0,18.0,18.0,73.1,135.0,21-30,True,peer_T1,False
듀 나,6e872ef76e61aee6fd9aed66077a9f4c,https://chzzk.naver.com/live/6e872ef76e61aee6fd9aed66077a9f4c,naverchzzk,1587.0,이스케이프 프롬 타르코프,True,unknown,65.0,53.0,33.0,25.0,15.0,15.0,88.2,144.0,31-40,True,peer_T1,True
루린아0,37a5b413b2360b6b449e061ed4057693,https://chzzk.naver.com/live/37a5b413b2360b6b449e061ed4057693,naverchzzk,2648.0,talk,True,unknown,65.0,49.8,30.0,25.0,16.0,16.0,52.1,110.0,21-30,True,peer_T1,True
연보민,7839037e2c05af7473df365aab79fbaa,https://chzzk.naver.com/live/7839037e2c05af7473df365aab79fbaa,naverchzzk,897.0,talk,True,unknown,119.0,59.5,30.0,24.0,21.0,20.0,264.7,132.0,41-50,True,peer_T1,True
불꽃빡빡,3c756c71b2c4a1bda8ee7a398e626f17,https://chzzk.naver.com/live/3c756c71b2c4a1bda8ee7a398e626f17,naverchzzk,656.0,토탈 워: 워해머 3,True,unknown,52.0,35.5,25.0,24.0,16.0,17.0,93.8,92.0,31-40,True,peer_T1,True
연하늘 HaneuI,cd5ae4c07c49827120da9486e13454f5,https://chzzk.naver.com/live/cd5ae4c07c49827120da9486e13454f5,naverchzzk,1612.0,슬레이 더 스파이어 2,True,unknown,60.0,50.0,22.0,24.0,12.0,12.0,99.1,74.0,41-50,True,peer_T1,False
모모무네 앨리스,c63c92e80c79a7d237ae27a81c7aefc5,https://chzzk.naver.com/live/c63c92e80c79a7d237ae27a81c7aefc5,naverchzzk,823.0,마비노기 모바일,True,unknown,76.0,59.0,40.0,24.0,16.0,18.0,90.2,121.0,31-40,True,peer_T1,False
니은 Neeun,412471b48add5dd2e56282f163f3f411,https://chzzk.naver.com/live/412471b48add5dd2e56282f163f3f411,naverchzzk,679.0,원신,True,unknown,41.0,39.0,25.0,24.0,12.5,10.0,94.6,60.0,21-30,True,peer_T1,False
히레 hire,9be49a707d9928ef90363c211172f98a,https://chzzk.naver.com/live/9be49a707d9928ef90363c211172f98a,naverchzzk,841.0,종합 게임,True,unknown,40.0,28.0,18.0,23.0,11.0,12.0,149.7,109.0,21-30,True,peer_T1,False
암픔,503d5d5848466dd58d8af83083b73a14,https://chzzk.naver.com/live/503d5d5848466dd58d8af83083b73a14,naverchzzk,3119.0,오버워치,True,unknown,42.0,34.5,22.0,23.0,9.0,9.0,153.0,76.0,21-30,True,peer_T1,False
김태환90,9e8a6e8919730f4b06af6a4c5cca165f,https://chzzk.naver.com/live/9e8a6e8919730f4b06af6a4c5cca165f,naverchzzk,734.0,마인크래프트,True,unknown,43.0,26.5,17.0,23.0,10.5,15.0,86.2,132.0,21-30,True,peer_T1,True
평범소,7f148028d1b8b3feab3a5442badded46,https://chzzk.naver.com/live/7f148028d1b8b3feab3a5442badded46,naverchzzk,1364.0,PUBG: 배틀그라운드,True,unknown,57.0,30.0,18.0,23.0,10.0,11.0,69.8,148.0,21-30,True,peer_T1,True
루아 블루벨,adeb7ab9d551519ccfae37b3788c40f1,https://chzzk.naver.com/live/adeb7ab9d551519ccfae37b3788c40f1,naverchzzk,2025.0,디아블로 4: 증오의 군주,True,unknown,100.0,91.2,34.5,22.0,16.0,15.0,124.9,112.0,31-40,True,peer_T1,True
CASKER,d8f9cfab91b27abb7b3f7f2c1a186e29,https://chzzk.naver.com/live/d8f9cfab91b27abb7b3f7f2c1a186e29,naverchzzk,2046.0,음악/노래,True,unknown,350.0,121.0,36.0,22.0,17.0,16.0,100.2,135.0,31-40,True,peer_T1,True
체다미,f321837caa794541301464d83daa947b,https://chzzk.naver.com/live/f321837caa794541301464d83daa947b,naverchzzk,551.0,메이플스토리,True,unknown,71.0,26.8,15.0,22.0,9.0,10.0,144.4,93.0,31-40,True,peer_T1,False
스나루 SUNARU,e3f1c85f98803a8a0f4187840ec6b862,https://chzzk.naver.com/live/e3f1c85f98803a8a0f4187840ec6b862,naverchzzk,1026.0,포켓몬스터 리프그린,True,unknown,42.0,34.7,19.0,22.0,14.0,14.0,106.9,84.0,31-40,True,peer_T1,False
Lebe,8410e08fd6359ed491b5ad366994fa0d,https://chzzk.naver.com/live/8410e08fd6359ed491b5ad366994fa0d,naverchzzk,718.0,유희왕 마스터 듀얼,True,unknown,47.0,34.3,21.0,22.0,13.0,13.0,169.8,115.0,21-30,True,peer_T1,True
서애덕,3fdc985be3bad369225118e6d8dc496b,https://chzzk.naver.com/live/3fdc985be3bad369225118e6d8dc496b,naverchzzk,980.0,미나 더 할로워,True,unknown,420.0,29.7,11.0,21.0,6.0,9.0,521.1,88.0,21-30,True,peer_T1,False
코룰라,bfb0e2a105ae46284e0b9e5764248457,https://chzzk.naver.com/live/bfb0e2a105ae46284e0b9e5764248457,naverchzzk,275.0,이스케이프 프롬 타르코프,True,unknown,43.0,24.5,15.0,21.0,9.0,10.0,313.1,71.0,31-40,True,peer_T1,False
유채담,ee279ba91e254d53bce40b7a1b323bda,https://chzzk.naver.com/live/ee279ba91e254d53bce40b7a1b323bda,naverchzzk,954.0,검은사막,True,unknown,117.0,93.5,42.0,21.0,21.0,10.0,161.7,118.0,41-50,True,peer_T1,True
찬찬 ChanChan,2530f0d0a29d48d7ca342e1b6313e687,https://chzzk.naver.com/live/2530f0d0a29d48d7ca342e1b6313e687,naverchzzk,1455.0,오버워치,True,unknown,36.0,31.3,21.0,21.0,13.0,11.0,73.6,78.0,31-40,True,peer_T1,False
롱판다,eddbcea5d023e37bf205c4ed2d73ff4d,https://chzzk.naver.com/live/eddbcea5d023e37bf205c4ed2d73ff4d,naverchzzk,945.0,로스트아크,True,unknown,40.0,37.0,26.0,21.0,16.0,14.0,97.1,133.0,21-30,True,peer_T1,False
쿠라맛챠,d82829566190e566da4d8e97308d5993,https://chzzk.naver.com/live/d82829566190e566da4d8e97308d5993,naverchzzk,4203.0,발로란트,True,unknown,33.0,27.1,20.0,21.0,12.0,13.0,77.7,139.0,16-20,True,peer_T1,True
치민22,cd94f8f4b13e8c195e551bc9f42b2646,https://chzzk.naver.com/live/cd94f8f4b13e8c195e551bc9f42b2646,naverchzzk,1496.0,종합 게임,True,unknown,45.0,42.0,29.5,20.0,18.5,13.0,748.9,100.0,41-50,True,peer_T1,False
아야 AYA,ee127dbe96d87d8056348dca8798ddd5,https://chzzk.naver.com/live/ee127dbe96d87d8056348dca8798ddd5,naverchzzk,379.0,종합 게임,True,unknown,31.0,26.0,20.0,20.0,15.0,15.0,776.3,120.0,21-30,True,peer_T1,False
나은0,4a62ee4e2d30ac11709453faf4583f1a,https://chzzk.naver.com/live/4a62ee4e2d30ac11709453faf4583f1a,naverchzzk,299.0,종합 게임,True,unknown,29.0,26.0,20.0,20.0,14.0,14.0,386.9,54.0,31-40,True,peer_T1,True
초다양 CHODAYANG,5497880b21a2b50c77dc50404c1542ed,https://chzzk.naver.com/live/5497880b21a2b50c77dc50404c1542ed,naverchzzk,790.0,하츠 오브 아이언 4,True,unknown,82.0,33.3,19.0,20.0,8.0,9.0,765.4,108.0,16-20,True,peer_T1,False
유키츠네,08a4fd4c00f1e0faac6c27eaa19b20db,https://chzzk.naver.com/live/08a4fd4c00f1e0faac6c27eaa19b20db,naverchzzk,817.0,월드 오브 워크래프트: 한밤,True,unknown,55.0,32.2,17.0,20.0,11.0,12.0,326.7,136.0,21-30,True,peer_T1,False
이쿠롬,c60605305243b0234e4cd0d10a675b05,https://chzzk.naver.com/live/c60605305243b0234e4cd0d10a675b05,naverchzzk,1736.0,PUBG: 배틀그라운드,True,unknown,108.0,39.0,24.0,20.0,12.0,12.0,157.2,125.0,21-30,True,peer_T1,True
박 잔디,aca36e99198a7587de9dd1bbe324fd87,https://chzzk.naver.com/live/aca36e99198a7587de9dd1bbe324fd87,naverchzzk,698.0,리그 오브 레전드,True,unknown,51.0,35.0,25.0,20.0,13.0,12.0,111.1,139.0,21-30,True,peer_T1,True
삼사마,66630781c437e465edf43de3cfd19b3b,https://chzzk.naver.com/live/66630781c437e465edf43de3cfd19b3b,naverchzzk,557.0,라이브러리 오브 루이나,True,unknown,59.0,41.0,26.0,20.0,16.0,15.0,59.4,127.0,21-30,True,peer_T1,True
백범로,0166327ca44281daa1d35d57fa8c9bce,https://chzzk.naver.com/live/0166327ca44281daa1d35d57fa8c9bce,naverchzzk,204.0,talk,True,unknown,27.0,26.7,20.0,20.0,13.0,14.0,56.1,27.0,21-30,True,peer_T1,False
포니고라운드,aa26e59c91a22bd430ec1d5d6d965dac,https://chzzk.naver.com/live/aa26e59c91a22bd430ec1d5d6d965dac,naverchzzk,1185.0,서브노티카 2,True,unknown,65.0,44.9,26.0,20.0,18.0,15.0,43.3,123.0,31-40,True,peer_T1,True
김정폭,8d2a6539c9b0570f9d69c8539eebeb69,https://chzzk.naver.com/live/8d2a6539c9b0570f9d69c8539eebeb69,naverchzzk,732.0,talk,True,unknown,66.0,49.0,23.0,19.0,12.0,11.0,629.6,111.0,41-50,True,peer_T1,True
판 토,2a65176231abe621f2243ec200b0f229,https://chzzk.naver.com/live/2a65176231abe621f2243ec200b0f229,naverchzzk,521.0,윈드로즈,True,unknown,36.0,21.0,13.0,19.0,8.0,10.0,246.2,98.0,21-30,True,peer_T1,False
밑줄밑줄,fb74541470fbab69ac286cfb24a96e6c,https://chzzk.naver.com/live/fb74541470fbab69ac286cfb24a96e6c,naverchzzk,457.0,라이브러리안: 타이디 업 더 아케인 라이브러리!,True,unknown,53.0,28.4,16.0,19.0,10.0,10.0,217.4,57.0,21-30,True,peer_T1,False
아오토 라떼,a4c69e7f9c0fc25a018a1c3c3cf0c17f,https://chzzk.naver.com/live/a4c69e7f9c0fc25a018a1c3c3cf0c17f,naverchzzk,382.0,고전 게임,True,unknown,27.0,24.4,17.0,19.0,10.0,9.0,245.4,73.0,21-30,True,peer_T1,False
겜나나,be6b744d84caebdc8102f541b9e3861c,https://chzzk.naver.com/live/be6b744d84caebdc8102f541b9e3861c,naverchzzk,196.0,종합 게임,True,unknown,21.0,20.0,16.0,19.0,11.0,13.0,132.3,35.0,21-30,True,peer_T1,False
코코론,726b155098a80e8eba10d68f0cfc07cd,https://chzzk.naver.com/live/726b155098a80e8eba10d68f0cfc07cd,naverchzzk,217.0,데드 바이 데이라이트,True,unknown,24.0,20.3,16.0,19.0,10.0,13.0,120.7,94.0,21-30,True,peer_T1,False
에맴맨TV,7f4aaa6b0fb60cc52448e7d0c036342d,https://chzzk.naver.com/live/7f4aaa6b0fb60cc52448e7d0c036342d,naverchzzk,315.0,엘든 링,True,unknown,31.0,29.0,20.0,19.0,13.0,12.0,83.1,96.0,21-30,True,peer_T1,False
쇼새,9c9a50b58884399c69d7ee1610bc6794,https://chzzk.naver.com/live/9c9a50b58884399c69d7ee1610bc6794,naverchzzk,612.0,로스트아크,True,unknown,61.0,47.0,21.0,19.0,12.0,13.0,102.3,141.0,16-20,True,peer_T1,False
권라치,1c4cbafbd49aa741d272bea73b67aa2c,https://chzzk.naver.com/live/1c4cbafbd49aa741d272bea73b67aa2c,naverchzzk,1221.0,마인크래프트,True,unknown,97.0,30.5,19.0,19.0,13.0,12.0,91.8,126.0,21-30,True,peer_T1,True
애모모,02c3a70797e67788ade2455e175d6452,https://chzzk.naver.com/live/02c3a70797e67788ade2455e175d6452,naverchzzk,390.0,talk,True,unknown,65.0,50.4,27.0,19.0,15.0,11.0,65.4,133.0,31-40,True,peer_T1,False
헵부,86e7edf62d3eabf0684f97ca6edce9ad,https://chzzk.naver.com/live/86e7edf62d3eabf0684f97ca6edce9ad,naverchzzk,1597.0,월드 오브 워크래프트: 한밤,True,unknown,61.0,50.8,27.0,19.0,13.0,14.0,61.1,118.0,41-50,True,peer_T1,False
더스트v,acf6dd771e87a5ac8199f3850cbce994,https://chzzk.naver.com/live/acf6dd771e87a5ac8199f3850cbce994,naverchzzk,963.0,마비노기 모바일,True,unknown,85.0,38.1,18.0,19.0,11.0,11.0,93.2,119.0,21-30,True,peer_T1,True
Anotherkyo,785f274d8ad7a3b5f78622b82b84570a,https://chzzk.naver.com/live/785f274d8ad7a3b5f78622b82b84570a,naverchzzk,141.0,파이널판타지14,True,unknown,30.0,28.0,15.0,19.0,7.0,9.0,65.2,41.0,21-30,True,peer_T1,False
극악뉴,55894ddc17c453bcaf5e0b6b3e7498e0,https://chzzk.naver.com/live/55894ddc17c453bcaf5e0b6b3e7498e0,naverchzzk,1056.0,마비노기 모바일,True,unknown,50.0,34.0,18.0,19.0,12.0,12.0,63.5,120.0,31-40,True,peer_T1,False
유레이 UREI,67b99b03f73b0bc2f8fe1d2ef5c9af81,https://chzzk.naver.com/live/67b99b03f73b0bc2f8fe1d2ef5c9af81,naverchzzk,618.0,림월드,True,unknown,41.0,25.0,18.0,18.0,12.0,13.0,866.5,131.0,31-40,True,peer_T1,False
쁘눙공작,4cd76d9219e872fb80681d13308025c6,https://chzzk.naver.com/live/4cd76d9219e872fb80681d13308025c6,naverchzzk,295.0,종합 게임,True,unknown,29.0,26.3,20.0,18.0,11.0,11.0,1326.3,135.0,21-30,True,peer_T1,True
파피푸 페포,a21a5559dc3f749b483c1ecb2b5e4959,https://chzzk.naver.com/live/a21a5559dc3f749b483c1ecb2b5e4959,naverchzzk,355.0,종합 게임,True,unknown,64.0,25.4,15.0,18.0,10.0,12.0,400.0,97.0,31-40,True,peer_T1,False
은둔이,5992c0c83aaec4f64199fb265e0285ec,https://chzzk.naver.com/live/5992c0c83aaec4f64199fb265e0285ec,naverchzzk,1031.0,talk,True,unknown,30.0,25.0,16.0,18.0,8.0,10.0,487.0,149.0,21-30,True,peer_T1,True
쵸쵸우,e0d8c9d12249766c1c4b27b59b3de0a3,https://chzzk.naver.com/live/e0d8c9d12249766c1c4b27b59b3de0a3,naverchzzk,987.0,오버워치,True,unknown,35.0,29.0,19.0,18.0,12.0,10.0,503.6,132.0,16-20,True,peer_T1,False
나들희,827cf700086734c7b700e138eaf9f57e,https://chzzk.naver.com/live/827cf700086734c7b700e138eaf9f57e,naverchzzk,647.0,스플래툰 3,True,unknown,31.0,24.5,16.0,18.0,10.0,11.0,155.4,116.0,21-30,True,peer_T1,True
아하 AHA,062c2bff9cf6245da75b54a70d2d0fe9,https://chzzk.naver.com/live/062c2bff9cf6245da75b54a70d2d0fe9,naverchzzk,440.0,전략적 팀 전투 : 우주의 신들,True,unknown,98.0,39.9,19.0,18.0,10.0,8.0,105.5,123.0,21-30,True,peer_T1,False
미네르 Mineru,69996ac83db681049e110c5883f05f39,https://chzzk.naver.com/live/69996ac83db681049e110c5883f05f39,naverchzzk,849.0,talk,True,unknown,42.0,36.1,21.0,18.0,13.0,14.0,108.5,119.0,21-30,True,peer_T1,True
복슝2,c8ee3656f7d3607d3cb31d9ca58c14c9,https://chzzk.naver.com/live/c8ee3656f7d3607d3cb31d9ca58c14c9,naverchzzk,810.0,talk,True,unknown,34.0,30.0,17.0,18.0,11.0,12.0,63.6,95.0,31-40,True,peer_T1,False
유푸링,ad76cad60cf7f1c7b658433d3c2b4f75,https://chzzk.naver.com/live/ad76cad60cf7f1c7b658433d3c2b4f75,naverchzzk,968.0,리그 오브 레전드,True,unknown,34.0,30.5,21.0,18.0,15.0,14.0,63.9,131.0,21-30,True,peer_T1,False
