channel_name,platform,channelId,channel_url,cohort_type,primary_category,category_1,category_1_share,category_2,category_2_share,category_3,category_3_share,is_general_game,gg_reason,is_virtual,virtual_basis,total_stream_hours,peak_viewers,avg_viewers,viewership,follower_count,peak_max,peak_p95,peak_median,peak_recent_median,peak_recent_p95,avg_median,avg_recent_median,ts_weeks_total,ts_weeks_active,ts_weeks_recent_active,within_band_by_max,within_band_by_p95,within_band_by_median,within_band_by_recent_median,within_band_by_recent_p95,peak_to_followers,avg_to_followers,viewership_per_hour,peak_avg_ratio,max_weekly_airtime,is_inactive,is_too_new,nobangjong_flag,long_stream_flag,exclude_reason,band,collected_at,final_include,final_cohort_group,peak_basis,gubiba_reference_peak,peak_ratio_to_gubiba,within_band
안로그,naverchzzk,dba054a105477139d4e3a291dfe6fa57,https://chzzk.naver.com/live/dba054a105477139d4e3a291dfe6fa57,main_general_game,종합 게임,종합 게임,55.2,사이코 노 스토커,11.9,포비아 - 세인트 딘프나 호텔,7.2,true,gg_primary,unknown,not_collected,367.6,31,12.0,4580.0,284,23,22.0,17,17,18.0,11,12,133,133,13,False,True,True,True,False,0.1092,0.0423,12.46,2.58,15,False,False,False,False,,31-40,2026-06-14T17:59:13.487Z,True,main,recent_median,23,0.739,True
세 라 핌,naverchzzk,5115e44952e6827c6408dd979bf7ec58,https://chzzk.naver.com/live/5115e44952e6827c6408dd979bf7ec58,main_general_game,갓 오브 워,갓 오브 워,24.8,인왕 3,15.5,성세천하: 여제의 탄생 Ⅱ,14.8,true,multi_game,unknown,not_collected,263.2,38,12.0,3404.0,1491,58,27.0,20,17,19.4,11,11,135,135,13,False,True,True,True,False,0.0255,0.008,12.93,3.17,30,False,False,False,False,,31-40,2026-06-14T18:01:09.596Z,True,main,recent_median,23,0.739,True
무스타디오,naverchzzk,746cf36edf555daaffba15eb3d64e4d5,https://chzzk.naver.com/live/746cf36edf555daaffba15eb3d64e4d5,main_general_game,종합 게임,종합 게임,73.8,스트레이,7.9,백룸: 이스케이프 투게더,7.6,true,gg_primary,unknown,not_collected,275.0,41,12.0,3328.0,237,44,24.0,19.0,17,23.4,12.0,13,62,62,13,False,True,True,True,True,0.173,0.0506,12.1,3.42,61,False,False,False,True,,41-50,2026-06-14T18:01:41.148Z,True,main,recent_median,23,0.739,True
밍쑨,naverchzzk,3ea47d1b635b154d30f20ce0e6ce6b13,https://chzzk.naver.com/live/3ea47d1b635b154d30f20ce0e6ce6b13,main_general_game,talk,talk,37.7,종합 게임,23,서브노티카 2,13.1,true,gg_secondary,unknown,not_collected,318.3,24,8.0,2564.0,1205,97,67.0,21.0,17,26.0,11.0,11,128,128,13,True,True,True,True,True,0.0199,0.0066,8.06,3.0,46,False,False,False,False,,21-30,2026-06-14T18:04:54.447Z,True,main,recent_median,23,0.739,True
나 빵,naverchzzk,d8c10a2e77e76677b093582ef6373e5b,https://chzzk.naver.com/live/d8c10a2e77e76677b093582ef6373e5b,main_general_game,마인크래프트,마인크래프트,30.5,리그 오브 레전드,25,talk,19.4,true,multi_game,unknown,not_collected,251.3,20,8.0,2179.0,947,33,26.0,18,17,24.4,11,12,143,143,13,False,True,True,True,True,0.0211,0.0084,8.67,2.5,23,False,False,False,False,,16-20,2026-06-14T18:07:50.634Z,True,main,recent_median,23,0.739,True
끼즈,naverchzzk,cf8512ab068c4a34747239de0fa478c3,https://chzzk.naver.com/live/cf8512ab068c4a34747239de0fa478c3,main_general_game,스타크래프트 II : 공허의 유산,스타크래프트 II : 공허의 유산,70.9,다키스트 던전,29.1,,0,true,multi_game,unknown,not_collected,543.1,15,3.0,2001.0,136,27,23,15,17,25.2,7,11,121,121,13,False,True,True,True,True,0.1103,0.0221,3.68,5.0,45,False,False,False,False,,10-15,2026-06-14T18:09:28.797Z,True,main,recent_median,23,0.739,True
토봉이,naverchzzk,04f9108aa4e96795f731c06b2e6889c1,https://chzzk.naver.com/live/04f9108aa4e96795f731c06b2e6889c1,main_general_game,오버워치,오버워치,49.2,전략적 팀 전투 : 우주의 신들,28,킹덤 컴: 딜리버런스 II,20.6,true,multi_game,unknown,not_collected,261.8,23,5.0,1421.0,523,40,30.0,17,17,21.0,9,9,143,143,13,False,True,True,True,False,0.044,0.0096,5.43,4.6,15,False,False,False,False,,21-30,2026-06-14T18:18:15.322Z,True,main,recent_median,23,0.739,True
세키오,naverchzzk,0cfb40c68e56441c3e0ca58231e3523b,https://chzzk.naver.com/live/0cfb40c68e56441c3e0ca58231e3523b,main_general_game,talk,talk,40.2,종합 게임,24.4,이환,22,true,multi_game,unknown,not_collected,135.1,21,10.0,1381.0,1155,37,22.2,16,17,22.6,11,12,109,109,13,False,True,True,True,True,0.0182,0.0087,10.22,2.1,11,False,False,False,False,,21-30,2026-06-14T18:18:50.149Z,True,main,recent_median,23,0.739,True
마무 Mamuu,naverchzzk,a9e9faf32d32f089b07eb6213e9f4254,https://chzzk.naver.com/live/a9e9faf32d32f089b07eb6213e9f4254,main_general_game,블랙 메사,블랙 메사,30.3,종합 게임,20.9,하프라이프,18.7,true,multi_game,unknown,not_collected,64.4,24,11.0,754.0,432,33,24.0,18,17,27.6,12,10,91,91,13,False,True,True,True,True,0.0556,0.0255,11.71,2.18,15,False,False,False,False,,21-30,2026-06-14T18:40:40.111Z,True,main,recent_median,23,0.739,True
유자짱,naverchzzk,556705a020d1a80a054cba7bde333f68,https://chzzk.naver.com/live/556705a020d1a80a054cba7bde333f68,main_general_game,종합 게임,종합 게임,53.5,talk,26.1,메이플스토리,8.8,true,gg_primary,unknown,not_collected,76.1,22,9.0,723.0,365,37,25.7,17,17,23.6,10,10,87,87,13,False,True,True,True,True,0.0603,0.0247,9.5,2.44,21,False,False,False,False,,21-30,2026-06-14T18:43:11.792Z,True,main,recent_median,23,0.739,True
온하얀 ONHAYAN,naverchzzk,3793eb7c46b59693dea0b835956a8513,https://chzzk.naver.com/live/3793eb7c46b59693dea0b835956a8513,main_general_game,종합 게임,종합 게임,37.1,리그 오브 레전드,30.8,마비노기 모바일,21.4,true,gg_primary,unknown,not_collected,463.4,22,9.0,4406.0,295,38,26.2,17,16,24.4,10,9,117,117,13,False,True,True,True,True,0.0746,0.0305,9.51,2.44,24,False,False,False,False,,21-30,2026-06-14T17:59:26.891Z,True,main,recent_median,23,0.696,True
반달곰탱이방송,naverchzzk,4d93eaefb9387f2245e36634890d4c28,https://chzzk.naver.com/live/4d93eaefb9387f2245e36634890d4c28,main_general_game,PUBG: 배틀그라운드,PUBG: 배틀그라운드,30.9,talk,28.9,종합 게임,17.1,true,multi_game,unknown,not_collected,406.5,27,10.0,4247.0,772,99,23.7,15.0,16,28.2,10.0,10,128,128,13,True,True,True,True,True,0.035,0.013,10.45,2.7,12,False,False,False,False,,21-30,2026-06-14T17:59:41.281Z,True,main,recent_median,23,0.696,True
미도미도 마요,naverchzzk,f5d97435032b33489dfdfe22d115d47b,https://chzzk.naver.com/live/f5d97435032b33489dfdfe22d115d47b,main_general_game,리그 오브 레전드,리그 오브 레전드,37.1,스타크래프트 II : 공허의 유산,18.4,데스티니 가디언즈: 운명의 경계,14.9,true,multi_game,unknown,not_collected,453.0,30,8.0,3954.0,509,30,25.8,15,16,21.0,8,9,123,123,13,False,True,True,True,False,0.0589,0.0157,8.73,3.75,103,False,False,True,True,,21-30,2026-06-14T18:00:16.455Z,True,main,recent_median,23,0.696,True
도완 M4YD4Y,naverchzzk,d19b09a7ae53b27342a3b504878b4bd0,https://chzzk.naver.com/live/d19b09a7ae53b27342a3b504878b4bd0,main_general_game,패스 오브 엑자일 2,패스 오브 엑자일 2,40.8,아이온2,21.4,에이펙스 레전드,13.2,true,multi_game,unknown,not_collected,301.9,43,11.0,3468.0,872,105,53.2,26.0,16,31.4,11.0,8,140,140,13,True,True,True,True,True,0.0493,0.0126,11.49,3.91,96,False,False,True,True,,41-50,2026-06-14T18:01:00.924Z,True,main,recent_median,23,0.696,True
마롱 Marong,naverchzzk,9c4d6af375e79095271e69b2b9942774,https://chzzk.naver.com/live/9c4d6af375e79095271e69b2b9942774,main_general_game,철권 8,철권 8,36.5,talk,19.8,PUBG: 배틀그라운드,17.6,true,multi_game,unknown,not_collected,347.1,25,7.0,2758.0,1404,53,27.0,16.0,16,20.4,9.0,8,134,134,13,False,True,True,True,False,0.0178,0.005,7.95,3.57,16,False,False,False,False,,21-30,2026-06-14T18:03:48.021Z,True,main,recent_median,23,0.696,True
공공이삼일 00231,naverchzzk,f72fcd1b77a7ce5c4b683bea156dd83e,https://chzzk.naver.com/live/f72fcd1b77a7ce5c4b683bea156dd83e,main_general_game,바이오하자드,바이오하자드,59,종합 게임,33,talk,8,true,multi_game,unknown,not_collected,321.2,29,8.0,2617.0,243,20,19.0,13,16,20.0,8,8,65,65,13,False,True,True,True,False,0.1193,0.0329,8.15,3.62,24,False,False,False,False,,21-30,2026-06-14T18:04:35.489Z,True,main,recent_median,23,0.696,True
턱스,naverchzzk,bd1dcaadbc663f732577a18d949cd3f8,https://chzzk.naver.com/live/bd1dcaadbc663f732577a18d949cd3f8,main_general_game,종합 게임,종합 게임,29.1,talk,26.7,블루 프린스,14.2,true,gg_primary,unknown,not_collected,191.8,22,8.0,1609.0,257,21,18.4,13,16,19.8,9,9,113,113,13,False,False,True,True,False,0.0856,0.0311,8.39,2.75,16,False,False,False,False,,21-30,2026-06-14T18:15:05.359Z,True,main,recent_median,23,0.696,True
아 말 콩,naverchzzk,6f1350c4e68bb962130a0bc27d8c4373,https://chzzk.naver.com/live/6f1350c4e68bb962130a0bc27d8c4373,main_general_game,스플래툰 3,스플래툰 3,48.2,talk,36.8,포켓몬 챔피언스,15,true,multi_game,unknown,not_collected,182.2,16,6.0,1234.0,757,51,23.7,13.0,16,34.2,8.5,9,88,88,13,False,True,True,True,True,0.0211,0.0079,6.77,2.67,29,False,False,False,False,,16-20,2026-06-14T18:21:20.305Z,True,main,recent_median,23,0.696,True
힉키연,naverchzzk,4224fbb8c98e5d1b29a155731741ec67,https://chzzk.naver.com/live/4224fbb8c98e5d1b29a155731741ec67,main_general_game,림월드,림월드,34.6,마인크래프트,26.6,용사 30,22.4,true,multi_game,unknown,not_collected,103.5,21,9.0,975.0,307,21,19.0,15,16,19.0,9,9,83,83,13,False,True,True,True,False,0.0684,0.0293,9.42,2.33,11,False,False,False,False,,21-30,2026-06-14T18:29:31.185Z,True,main,recent_median,23,0.696,True
도희린,naverchzzk,dc8c3430d8d82ed6c15a8f2750428e34,https://chzzk.naver.com/live/dc8c3430d8d82ed6c15a8f2750428e34,main_general_game,리그 오브 레전드,리그 오브 레전드,51.1,종합 게임,29,슬레이 더 스파이어 2,7.7,true,multi_game,unknown,not_collected,128.8,16,6.0,805.0,334,222,72.6,10,16,126.2,6,7,97,97,13,True,True,True,True,False,0.0479,0.018,6.25,2.67,39,False,False,False,False,,16-20,2026-06-14T18:37:55.664Z,True,main,recent_median,23,0.696,True
백야 BY,naverchzzk,2626f1dee4cedd89ecc8c4c313e37ecc,https://chzzk.naver.com/live/2626f1dee4cedd89ecc8c4c313e37ecc,main_general_game,마인크래프트,마인크래프트,27.8,talk,26.6,음악/노래,25.4,true,multi_game,unknown,not_collected,72.0,20,10.0,774.0,1110,108,73.0,26,16,28.8,13,11,137,137,13,True,True,True,True,True,0.018,0.009,10.75,2.0,60,False,False,False,True,,16-20,2026-06-14T18:39:38.269Z,True,main,recent_median,23,0.696,True
유기농솜사탕,naverchzzk,0e0e77533c3dbd287a869a12c6afcde1,https://chzzk.naver.com/live/0e0e77533c3dbd287a869a12c6afcde1,main_general_game,마인크래프트,마인크래프트,33.2,세키로: 섀도우 다이 트와이스,29.1,talk,13.3,true,multi_game,unknown,not_collected,103.7,18,7.0,767.0,378,23,22.0,16,16,21.4,10,9,97,97,13,False,True,True,True,False,0.0476,0.0185,7.4,2.57,28,False,False,False,False,,16-20,2026-06-14T18:39:59.316Z,True,main,recent_median,23,0.696,True
딸기주스한잔,naverchzzk,78c9480053d17ccd049a5700d3a3062a,https://chzzk.naver.com/live/78c9480053d17ccd049a5700d3a3062a,main_general_game,몬스터 헌터 와일즈,몬스터 헌터 와일즈,47.1,코어 키퍼,16.6,산소미포함,15.8,true,multi_game,unknown,not_collected,944.6,21,8.0,8051.0,1333,35,28.0,16.0,15,26.8,9.0,9,142,142,13,False,True,True,True,True,0.0158,0.006,8.52,2.62,15,False,False,False,False,,21-30,2026-06-14T17:56:35.874Z,True,main,recent_median,23,0.652,True
담익지,naverchzzk,5eed8165e379d9201ee3177f1a3b837d,https://chzzk.naver.com/live/5eed8165e379d9201ee3177f1a3b837d,main_general_game,철권 8,철권 8,47.1,종합 게임,25.5,파이널 판타지 6,16.1,true,multi_game,unknown,not_collected,701.1,17,7.0,5250.0,356,31,21.0,15,15,18.2,8,9,135,135,13,False,True,True,True,False,0.0478,0.0197,7.49,2.43,11,False,False,False,False,,16-20,2026-06-14T17:58:07.600Z,True,main,recent_median,23,0.652,True
장변,naverchzzk,3a8b3fda88cec6b17c7923b77491fedc,https://chzzk.naver.com/live/3a8b3fda88cec6b17c7923b77491fedc,main_general_game,마인크래프트,마인크래프트,38.7,talk,31.5,종합 게임,25.8,true,multi_game,unknown,not_collected,452.7,19,10.0,4621.0,457,148,53.0,17,15,31.4,10,10,115,115,13,True,True,True,True,True,0.0416,0.0219,10.21,1.9,57,False,False,False,True,,16-20,2026-06-14T17:59:00.723Z,True,main,recent_median,23,0.652,True
다현띠,naverchzzk,eb064c26cd6f84311b664be23f047ccb,https://chzzk.naver.com/live/eb064c26cd6f84311b664be23f047ccb,main_general_game,종합 게임,종합 게임,97.9,프래그마타,2.1,,0,true,gg_primary,unknown,not_collected,226.7,41,12.0,2867.0,858,31,22.0,14.5,15,18.4,9.5,10,114,114,13,False,True,True,True,False,0.0478,0.014,12.65,3.42,9,False,False,False,False,,41-50,2026-06-14T18:03:03.928Z,True,main,recent_median,23,0.652,True
파 더,naverchzzk,2f60d4feecc16304f77abd309ae387ba,https://chzzk.naver.com/live/2f60d4feecc16304f77abd309ae387ba,main_general_game,종합 게임,종합 게임,55.3,talk,38.5,성세천하: 여제의 탄생 Ⅱ,6.2,true,gg_primary,unknown,not_collected,229.1,19,8.0,2022.0,434,66,19.0,13.0,15,18.8,8.0,8,80,80,13,False,True,True,True,False,0.0438,0.0184,8.83,2.38,16,False,False,False,False,,16-20,2026-06-14T18:09:13.853Z,True,main,recent_median,23,0.652,True
미 유,naverchzzk,c79ccf96180a0798cd5b0f6f7a2c9cbf,https://chzzk.naver.com/live/c79ccf96180a0798cd5b0f6f7a2c9cbf,main_general_game,붉은사막,붉은사막,41.9,용과 같이0 맹세의 장소 Director's Cut,20.3,로보토미 코퍼레이션,12,true,multi_game,unknown,not_collected,123.0,26,9.0,1176.0,577,35,30.0,18.0,15,30.8,11.0,10,96,96,13,False,True,True,True,True,0.0451,0.0156,9.56,2.89,50,False,False,False,True,,21-30,2026-06-14T18:22:57.644Z,True,main,recent_median,23,0.652,True
그냥째원,naverchzzk,e63731ca9c7b9f9e7a2964df372d2e79,https://chzzk.naver.com/live/e63731ca9c7b9f9e7a2964df372d2e79,main_general_game,그림/아트,그림/아트,51,엘든 링 황금 나무의 그림자,22,체스 닷컴,18.5,true,multi_game,unknown,not_collected,128.4,18,7.0,1012.0,393,29,22.0,17,15,18.6,10,8,83,83,13,False,True,True,True,False,0.0458,0.0178,7.88,2.57,30,False,False,False,False,,16-20,2026-06-14T18:28:02.737Z,True,main,recent_median,23,0.652,True
슥싹,naverchzzk,0879fb44453b298787ce95e291747c5d,https://chzzk.naver.com/live/0879fb44453b298787ce95e291747c5d,main_general_game,명조:워더링 웨이브,명조:워더링 웨이브,43.9,림버스 컴퍼니,33.7,발더스 게이트 3,15.7,true,multi_game,unknown,not_collected,66.9,20,13.0,898.0,111,29,21.6,15.0,15,19.8,12.0,12,68,68,13,False,True,True,True,False,0.1802,0.1171,13.42,1.54,33,False,False,False,False,,16-20,2026-06-14T18:32:34.270Z,True,main,recent_median,23,0.652,True
양먕양,naverchzzk,58e8be339d0b5d4913ad7042c47f35f1,https://chzzk.naver.com/live/58e8be339d0b5d4913ad7042c47f35f1,main_general_game,명조:워더링 웨이브,명조:워더링 웨이브,48.7,VR챗,19.3,이환,19.1,true,multi_game,unknown,not_collected,80.2,21,10.0,879.0,921,66,26.0,16,15,21.2,10,9,125,125,13,False,True,True,True,False,0.0228,0.0109,10.96,2.1,11,False,False,False,False,,21-30,2026-06-14T18:33:53.164Z,True,main,recent_median,23,0.652,True
기뮨디,naverchzzk,6ba619b59a6f25a6116a7f339906727a,https://chzzk.naver.com/live/6ba619b59a6f25a6116a7f339906727a,main_general_game,더 바자르,더 바자르,69.2,패스 오브 엑자일 2,26.4,헌트: 쇼다운 1896,3.4,true,multi_game,unknown,not_collected,290.7,12,2.0,721.0,173,32,24.0,13.0,15,23.0,7.0,9,128,128,13,False,True,True,True,True,0.0694,0.0116,2.48,6.0,16,False,False,False,False,,10-15,2026-06-14T18:43:17.271Z,True,main,recent_median,23,0.652,True
낙화 NagHwa,naverchzzk,e2ad4ff3044d7872279e1cdf09230094,https://chzzk.naver.com/live/e2ad4ff3044d7872279e1cdf09230094,main_general_game,이환,이환,26.9,Once Human,25.5,종합 게임,22.8,true,multi_game,unknown,not_collected,761.1,22,9.0,7083.0,592,29,20.8,14,14,17.4,8,8,145,145,13,False,True,True,True,False,0.0372,0.0152,9.31,2.44,24,False,False,False,False,,21-30,2026-06-14T17:57:02.679Z,True,main,recent_median,23,0.609,True
지타에몽,naverchzzk,3955111786445de5a92b4cfb685ac111,https://chzzk.naver.com/live/3955111786445de5a92b4cfb685ac111,main_general_game,리그 오브 레전드,리그 오브 레전드,37.1,마인크래프트,33.9,talk,10,true,multi_game,unknown,not_collected,1174.3,20,5.0,7031.0,1086,19,17.0,12,14,18.4,6,6,91,91,13,False,False,True,True,False,0.0184,0.0046,5.99,4.0,166,False,False,True,True,,16-20,2026-06-14T17:57:07.161Z,True,main,recent_median,23,0.609,True
제우스93,naverchzzk,a52c6317359cf411e7ceb90ff27c0840,https://chzzk.naver.com/live/a52c6317359cf411e7ceb90ff27c0840,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,944.9,21,6.0,5844.0,189,21,18.3,12,14,20.4,7,8,75,75,13,False,False,True,True,False,0.1111,0.0317,6.18,3.5,13,False,False,False,False,,21-30,2026-06-14T17:57:35.997Z,True,main,recent_median,23,0.609,True
베릴20,naverchzzk,45206d34eae5d9f26897c0022da76275,https://chzzk.naver.com/live/45206d34eae5d9f26897c0022da76275,main_general_game,이스케이프 프롬 타르코프,이스케이프 프롬 타르코프,25.3,talk,16.5,명조:워더링 웨이브,16,true,multi_game,unknown,not_collected,547.6,34,7.0,4272.0,379,33,27.0,16,14,25.4,9,8,133,133,13,False,True,True,True,True,0.0897,0.0185,7.8,4.86,51,False,False,False,True,,31-40,2026-06-14T17:59:41.408Z,True,main,recent_median,23,0.609,True
져미님,naverchzzk,2e8bf74c2f666827d87cd5603ed46e3e,https://chzzk.naver.com/live/2e8bf74c2f666827d87cd5603ed46e3e,main_general_game,talk,talk,42.3,윈드로즈,26.8,종합 게임,16.4,true,multi_game,unknown,not_collected,194.5,27,9.0,1815.0,578,34,23.0,12,14,31.6,7,9,91,91,13,False,True,True,True,True,0.0467,0.0156,9.33,3.0,43,False,False,False,False,,21-30,2026-06-14T18:12:43.570Z,True,main,recent_median,23,0.609,True
지롤썬다,naverchzzk,243ce418ca3da7b43b04da7b635ed461,https://chzzk.naver.com/live/243ce418ca3da7b43b04da7b635ed461,main_general_game,인슈라오디드,인슈라오디드,65.8,메이플스토리,32,두근두근타운,1.1,true,multi_game,unknown,not_collected,214.7,19,7.0,1586.0,472,24,20.7,15.0,14,16.0,9.0,9,108,108,13,False,True,True,True,False,0.0403,0.0148,7.39,2.71,14,False,False,False,False,,16-20,2026-06-14T18:15:23.976Z,True,main,recent_median,23,0.609,True
원이지라,naverchzzk,9da0c44b2ea2f8582b82e378a0d03d21,https://chzzk.naver.com/live/9da0c44b2ea2f8582b82e378a0d03d21,main_general_game,이터널 리턴,이터널 리턴,65.4,메이플스토리 월드,31.6,talk,2.9,true,multi_game,unknown,not_collected,170.1,17,7.0,1352.0,1096,56,29.0,19,14,21.0,9,9,137,137,13,False,True,True,True,False,0.0155,0.0064,7.95,2.43,76,False,False,False,True,,16-20,2026-06-14T18:19:16.534Z,True,main,recent_median,23,0.609,True
박시초,naverchzzk,2292d27f5367c7e775b4840e27988646,https://chzzk.naver.com/live/2292d27f5367c7e775b4840e27988646,main_general_game,로스트아크,로스트아크,50.5,이환,18.5,PUBG: 배틀그라운드,15.6,true,multi_game,unknown,not_collected,127.6,39,8.0,1054.0,282,25,20.0,15.0,14,15.8,7.0,8,134,134,13,False,True,True,True,False,0.1383,0.0284,8.26,4.88,74,False,False,False,True,,31-40,2026-06-14T18:26:09.355Z,True,main,recent_median,23,0.609,True
요이자키 레일라,naverchzzk,4a88b1bb3376523ec84edb3839dfdb0c,https://chzzk.naver.com/live/4a88b1bb3376523ec84edb3839dfdb0c,main_general_game,엑스컴 2,엑스컴 2,29.6,종합 게임,22.7,바이오쇼크 인피니트,11.1,true,multi_game,unknown,not_collected,106.8,17,8.0,909.0,275,30,21.2,14.0,14,17.4,9.0,9,138,138,13,False,True,True,True,False,0.0618,0.0291,8.51,2.12,11,False,False,False,False,,16-20,2026-06-14T18:32:14.786Z,True,main,recent_median,23,0.609,True
씬 나라,naverchzzk,3f62e0133e9299f82da2a9e806c8d6bf,https://chzzk.naver.com/live/3f62e0133e9299f82da2a9e806c8d6bf,main_general_game,원신,원신,17,매지컬 프린세스,16.3,talk,10.6,true,multi_game,unknown,not_collected,86.6,18,10.0,872.0,1206,32,21.8,14,14,17.0,9,9,145,145,13,False,True,True,True,False,0.0149,0.0083,10.07,1.8,8,False,False,False,False,,16-20,2026-06-14T18:34:17.567Z,True,main,recent_median,23,0.609,True
네므오,naverchzzk,219d7d7bb4b21538f797bc1a757318e5,https://chzzk.naver.com/live/219d7d7bb4b21538f797bc1a757318e5,main_general_game,리그 오브 레전드,리그 오브 레전드,52.6,데드 바이 데이라이트,31.6,talk,15.8,true,multi_game,unknown,not_collected,90.8,18,8.0,811.0,753,23,20.0,15,14,20.0,8,8,65,65,13,False,True,True,True,False,0.0239,0.0106,8.93,2.25,16,False,False,False,False,,16-20,2026-06-14T18:37:20.554Z,True,main,recent_median,23,0.609,True
도또 dotto,naverchzzk,b1555a149b5bd08186dae8f00d6384d4,https://chzzk.naver.com/live/b1555a149b5bd08186dae8f00d6384d4,main_general_game,고전 게임,고전 게임,61.8,2026 FIFA 북중미 월드컵,34.5,음악/노래,3.6,true,multi_game,unknown,not_collected,101.2,14,7.0,776.0,165,27,24.4,14.0,14,24.6,8.0,8,34,34,13,False,True,True,True,True,0.0848,0.0424,7.67,2.0,35,False,False,False,False,,10-15,2026-06-14T18:39:29.061Z,True,main,recent_median,23,0.609,True
도라대장,naverchzzk,d97e078c28bb543c83942cd48dc4db93,https://chzzk.naver.com/live/d97e078c28bb543c83942cd48dc4db93,main_general_game,이환,이환,31.5,마비노기,21,V 라이징,17,true,multi_game,unknown,not_collected,73.7,16,9.0,705.0,354,32,22.9,15.0,14,21.4,11.0,9,142,142,13,False,True,True,True,False,0.0452,0.0254,9.57,1.78,15,False,False,False,False,,16-20,2026-06-14T18:44:28.369Z,True,main,recent_median,23,0.609,True
어화둥둥이,naverchzzk,516719e614f5212b795f2c1abc4c7c42,https://chzzk.naver.com/live/516719e614f5212b795f2c1abc4c7c42,main_general_game,종합 게임,종합 게임,61.2,선켄 엔진,23.2,talk,11.2,true,gg_primary,unknown,not_collected,922.5,26,9.0,8660.0,350,31,25.1,18.0,13,16.8,9.0,7,120,120,13,False,True,True,True,False,0.0743,0.0257,9.39,2.89,58,False,False,False,True,,21-30,2026-06-14T17:56:28.955Z,True,main,recent_median,23,0.565,True
그늘이야,naverchzzk,8b8697840179cb5269bfc244b7881ea1,https://chzzk.naver.com/live/8b8697840179cb5269bfc244b7881ea1,main_general_game,림월드,림월드,22.1,이스케이프 프롬 타르코프,15,talk,8.8,true,multi_game,unknown,not_collected,716.6,19,7.0,5240.0,643,39,26.0,15,13,20.0,9,8,149,149,13,False,True,True,True,False,0.0295,0.0109,7.31,2.71,17,False,False,False,False,,16-20,2026-06-14T17:58:14.043Z,True,main,recent_median,23,0.565,True
젠야타 Zenyatta,naverchzzk,63b679395f45ff83e2e139385b6634be,https://chzzk.naver.com/live/63b679395f45ff83e2e139385b6634be,main_general_game,종합 게임,종합 게임,64.5,007 퍼스트 라이트,18.3,고전 게임,8.8,true,gg_primary,unknown,not_collected,382.4,14,7.0,2709.0,1187,25,20.0,12.0,13,20.0,7.0,8,94,94,13,False,True,True,True,False,0.0118,0.0059,7.08,2.0,35,False,False,False,False,,10-15,2026-06-14T18:04:09.500Z,True,main,recent_median,23,0.565,True
고뇽찌,naverchzzk,52f24ac52111810e0b3cff635a229be7,https://chzzk.naver.com/live/52f24ac52111810e0b3cff635a229be7,main_general_game,그림/아트,그림/아트,31.4,리그 오브 레전드,18.2,이스케이프 프롬 타르코프,17.1,true,multi_game,unknown,not_collected,297.7,20,8.0,2637.0,351,25,18,14,13,17.0,8,8,141,141,13,False,False,True,True,False,0.057,0.0228,8.86,2.5,24,False,False,False,False,,16-20,2026-06-14T18:04:35.417Z,True,main,recent_median,23,0.565,True
아쾅 Akuang,naverchzzk,ad36f270c4508dd99b12ccc1a2722c78,https://chzzk.naver.com/live/ad36f270c4508dd99b12ccc1a2722c78,main_general_game,007 퍼스트 라이트,007 퍼스트 라이트,21,라이브러리안: 타이디 업 더 아케인 라이브러리!,16.9,프래그마타,16.3,true,multi_game,unknown,not_collected,293.0,20,6.0,2050.0,512,24,17.0,10.0,13,21.0,6.0,6,102,102,13,False,False,True,True,False,0.0391,0.0117,7.0,3.33,30,False,False,False,False,,16-20,2026-06-14T18:08:49.451Z,True,main,recent_median,23,0.565,True
달 루나,naverchzzk,3e38fc0d210ae18d7fdf6a2e9a0f23f5,https://chzzk.naver.com/live/3e38fc0d210ae18d7fdf6a2e9a0f23f5,main_general_game,몬스터 헌터 월드: 아이스본,몬스터 헌터 월드: 아이스본,64.8,몬스터 헌터 와일즈,25.4,종합 게임,9.8,true,multi_game,unknown,not_collected,234.5,24,8.0,1918.0,562,39,28.9,17.0,13,15.4,9.0,7,64,64,13,False,True,True,True,False,0.0427,0.0142,8.18,3.0,57,False,False,False,True,,21-30,2026-06-14T18:11:11.013Z,True,main,recent_median,23,0.565,True
땡 입니다,naverchzzk,06e643a1c28c3e2cd0b0d18c4fb360be,https://chzzk.naver.com/live/06e643a1c28c3e2cd0b0d18c4fb360be,main_general_game,종합 게임,종합 게임,34.3,talk,31.9,오버워치,22.8,true,gg_primary,unknown,not_collected,218.3,16,8.0,1900.0,215,101,66.8,12.0,13,20.6,9.0,9,104,104,13,True,True,True,True,False,0.0744,0.0372,8.7,2.0,9,False,False,False,False,,16-20,2026-06-14T18:11:29.288Z,True,main,recent_median,23,0.565,True
메리 미,naverchzzk,ac25509f6418d3ddb1b4fb2e0a7e2316,https://chzzk.naver.com/live/ac25509f6418d3ddb1b4fb2e0a7e2316,main_general_game,발로란트,발로란트,30.9,오버워치,25,붕괴: 스타레일,16.6,true,multi_game,unknown,not_collected,224.1,29,8.0,1866.0,1665,26,23.0,14.0,13,16.6,5.0,4,50,50,13,False,True,True,True,False,0.0174,0.0048,8.33,3.62,92,False,False,True,True,,21-30,2026-06-14T18:12:00.016Z,True,main,recent_median,23,0.565,True
