channel_name,channelId,channel_url,cohort_type,platform,categories,is_virtual,is_general_game,peak_viewers_raw,avg_viewers_raw,stream_hours,follower,viewership,ts_weeks,peak_max,peak_p95,peak_all_median,peak_recent_median,peak_recent_p95,avg_viewers_median,avg_viewers_recent_median,band_raw_max,band_p95,band_all_median,band_recent_median,band_recent_p95,eff_peak_follower,eff_avg_follower,nobangjong,long_stream,inactive,too_new,final_include,final_cohort_group
쥐뚱,694a4e3ac4406e1989f85cdde291999c,https://chzzk.naver.com/live/694a4e3ac4406e1989f85cdde291999c,aux_virtual,chzzk,talk;종합 게임;성세천하: 여제의 탄생 Ⅱ,True,False,49,22,99.2,1691,2241,105,49,65,46,26,26,25,17,False,True,False,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
깅나리,ab2dfa50fc970fbba8fa3f253dd2093d,https://chzzk.naver.com/live/ab2dfa50fc970fbba8fa3f253dd2093d,aux_virtual,chzzk,리그 오브 레전드;talk;서브노티카 2,True,False,35,12,150.8,2078,1903,120,35,64,27.5,26,36,14.0,18,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
개성쿤,e675d3956f76c9b05d2628961555ef75,https://chzzk.naver.com/live/e675d3956f76c9b05d2628961555ef75,aux_virtual,chzzk,마인크래프트;talk;팀버본,True,False,34,8,179.1,1418,1451,120,34,47,23.0,26,45,13.0,13,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
도기태,e0f485296633184ce2048e8f0270345e,https://chzzk.naver.com/live/e0f485296633184ce2048e8f0270345e,aux_virtual,chzzk,talk;음악/노래,True,False,33,15,90.4,2039,1437,118,33,49,27.0,26,27,19.5,18,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
사켄,d583388dc780e7867d0e8d712cea5e8b,https://chzzk.naver.com/live/d583388dc780e7867d0e8d712cea5e8b,aux_virtual,chzzk,talk;종합 게임;명조:워더링 웨이브,True,False,32,14,81.5,1004,1211,121,32,49,26.0,26.0,24,17.0,19.0,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
아미하 유네,bca004bab58630f78120d53d583afa71,https://chzzk.naver.com/live/bca004bab58630f78120d53d583afa71,aux_virtual,chzzk,talk;활협전;종합 게임,True,False,33,15,49.2,1166,749,106,33,59,34.0,26,34,21.0,16,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
카오스조커,8739150b36f16b83007642a53f534c10,https://chzzk.naver.com/live/8739150b36f16b83007642a53f534c10,aux_virtual,chzzk,로스트아크;종합 게임;PUBG: 배틀그라운드,True,False,39,16,170.4,934,2886,131,39,50,32,25,18,23,20,False,True,True,True,False,0.04,0.02,False,False,False,False,True,virtual_peer
하윤찡,a27c304d628ae42afd3bd7a3808b6866,https://chzzk.naver.com/live/a27c304d628ae42afd3bd7a3808b6866,aux_virtual,chzzk,talk;포켓몬스터 소드 · 실드;Grand Theft Auto V,True,False,36,15,119.8,1747,1889,128,36,50,26.0,25,24,19.0,19,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
루나밍77,97f077fb9e07f03339a8158f8e4a9aa6,https://chzzk.naver.com/live/97f077fb9e07f03339a8158f8e4a9aa6,aux_virtual,chzzk,여행;더 롱 다크;talk,True,False,29,13,116.9,2833,1525,122,29,117,60.5,25,24,21.0,17,False,False,False,True,True,0.01,0.0,False,False,False,False,True,virtual_peer
오태영,6e0cf11c9837f580d79f1c247d0166c9,https://chzzk.naver.com/live/6e0cf11c9837f580d79f1c247d0166c9,aux_virtual,chzzk,이환;원신;talk,True,False,13,3,374.6,815,1493,129,13,31,11,25,19,6,15,False,True,True,True,False,0.02,0.0,False,False,False,False,True,virtual_peer
나솜,84a80a673091c5b12d5cd2fd9486b696,https://chzzk.naver.com/live/84a80a673091c5b12d5cd2fd9486b696,aux_virtual,chzzk,talk;P의 거짓;종합 게임,True,False,29,16,89.1,672,1490,108,29,32,23.0,25,25,17.0,16,False,True,True,True,True,0.04,0.02,False,False,False,False,True,virtual_peer
듀 나,6e872ef76e61aee6fd9aed66077a9f4c,https://chzzk.naver.com/live/6e872ef76e61aee6fd9aed66077a9f4c,aux_virtual,chzzk,이스케이프 프롬 타르코프;마인크래프트;로스트아크,True,False,37,16,88.2,1587,1477,144,37,53,33.0,25,24,15.0,15,False,True,True,True,True,0.02,0.01,True,True,False,False,True,virtual_peer
아도카도,0537e132c47b6d4fa46650e30ba39d4a,https://chzzk.naver.com/live/0537e132c47b6d4fa46650e30ba39d4a,aux_virtual,chzzk,talk;림버스 컴퍼니;서브노티카 2,True,False,30,17,78.9,2703,1345,115,30,36,23,25,54,17,17,False,True,True,True,True,0.01,0.01,False,False,False,False,True,virtual_peer
노빠꾸 철권소담TV,f7e71c69f222a684ed3e323e025d1fa7,https://chzzk.naver.com/live/f7e71c69f222a684ed3e323e025d1fa7,aux_virtual,chzzk,talk;마인크래프트;림월드,True,False,50,19,63.8,3669,1268,129,50,70,31,25,20,18,18,False,True,True,True,False,0.01,0.01,False,False,False,False,True,virtual_peer
아오하루 히카루 Wishing,4109c47454d53539ba75b26f2a6e94b5,https://chzzk.naver.com/live/4109c47454d53539ba75b26f2a6e94b5,aux_virtual,chzzk,talk;요시와 신기한 도감;포르자 호라이즌 6,True,False,24,9,130.4,336,1236,105,24,28,22,25,26,14,14,False,True,True,True,True,0.07,0.03,False,False,False,False,True,virtual_peer
엘 카오스 라이메데,90d25b47d255d650d20312f8cc9408de,https://chzzk.naver.com/live/90d25b47d255d650d20312f8cc9408de,aux_virtual,chzzk,talk;라이브러리 오브 루이나;오버워치,True,False,35,19,53.5,3244,1069,128,35,85,34.0,25,29,21.5,20,False,False,True,True,True,0.01,0.01,False,False,False,False,True,virtual_peer
뷔뷔엣,544a481c43a253492ecddf0a92bd86ca,https://chzzk.naver.com/live/544a481c43a253492ecddf0a92bd86ca,aux_virtual,chzzk,talk;단간론파: 희망의 학원과 절망의 고교생;용과 같이 0: 맹세의 장소,True,False,31,11,82.1,794,951,126,31,91,30.0,25,18,19.0,19,False,False,True,True,False,0.04,0.01,False,False,False,False,True,virtual_peer
니유,3e871ee5eeefd77fff44260a29f24071,https://chzzk.naver.com/live/3e871ee5eeefd77fff44260a29f24071,aux_virtual,chzzk,talk;그림/아트;더 클래스룸,True,False,29,13,62.6,422,851,117,29,39,29,25,28,18,17,False,True,True,True,True,0.07,0.03,False,False,False,False,True,virtual_peer
루린아0,37a5b413b2360b6b449e061ed4057693,https://chzzk.naver.com/live/37a5b413b2360b6b449e061ed4057693,aux_virtual,chzzk,talk;친구모아 아일랜드 두근두근 라이프;마인크래프트,True,False,27,15,52.1,2648,797,110,27,46,30.0,25,26,16.0,16,False,True,True,True,True,0.01,0.01,False,False,False,False,True,virtual_peer
연보민,7839037e2c05af7473df365aab79fbaa,https://chzzk.naver.com/live/7839037e2c05af7473df365aab79fbaa,aux_virtual,chzzk,talk;검은사막;이환,True,False,44,18,264.7,897,4944,132,44,59,30.0,24,23,21.0,20,False,True,True,True,True,0.05,0.02,False,False,False,False,True,virtual_peer
버튜버를시기한재신쿤,85527008aabf2458456aab0554a81879,https://chzzk.naver.com/live/85527008aabf2458456aab0554a81879,aux_virtual,chzzk,월드 오브 워크래프트: 한밤;종합 게임;talk,True,False,32,12,193.3,373,2377,141,32,44,29,24,25,13,14,False,True,True,True,True,0.09,0.03,True,True,False,False,True,virtual_peer
토짜미,fd7414e8428411e3b42247643b1f49fe,https://chzzk.naver.com/live/fd7414e8428411e3b42247643b1f49fe,aux_virtual,chzzk,던전앤파이터;승리의 여신: 니케;그레이브야드 키퍼,True,False,32,16,134.6,1139,2202,145,32,46,30,24,30,17,17,False,True,True,True,True,0.03,0.01,True,False,False,False,True,virtual_peer
동준인대영tv,61acacd56ff16f2b5cd09aa8b9d5002d,https://chzzk.naver.com/live/61acacd56ff16f2b5cd09aa8b9d5002d,aux_virtual,chzzk,talk;리그 오브 레전드;007 퍼스트 라이트,True,False,42,20,104.0,2203,2133,129,42,50,30,24,24,21,19,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
불꽃빡빡,3c756c71b2c4a1bda8ee7a398e626f17,https://chzzk.naver.com/live/3c756c71b2c4a1bda8ee7a398e626f17,aux_virtual,chzzk,토탈 워: 워해머 3;림월드;아노 1800,True,False,35,14,93.8,656,1339,92,35,35,25.0,24,25,16.0,17,False,True,True,True,True,0.05,0.02,True,False,False,False,True,virtual_peer
키 맨,b3f6e84450055948f1e9faea3fa6f870,https://chzzk.naver.com/live/b3f6e84450055948f1e9faea3fa6f870,aux_virtual,chzzk,"talk;음악/노래;구구 피자 : 우주 정거장으로 피자 배달이라니? 사장님, 이건 좀 아니잖아요!",True,False,30,18,45.7,733,845,106,30,46,26.0,24,24,18.0,17,False,True,True,True,True,0.04,0.02,False,False,False,False,True,virtual_peer
얄네,642cb40de294be8f136fc8566f4f199e,https://chzzk.naver.com/live/642cb40de294be8f136fc8566f4f199e,aux_virtual,chzzk,PUBG: 배틀그라운드;리그 오브 레전드;talk,True,False,36,7,286.9,708,2112,142,36,40,31.0,23,37,16.0,12,False,True,True,True,True,0.05,0.01,True,False,False,False,True,virtual_peer
갱생 이고르,edca046a9e1e8fa80bc35b7fb8855b0b,https://chzzk.naver.com/live/edca046a9e1e8fa80bc35b7fb8855b0b,aux_virtual,chzzk,talk;마인크래프트;이환,True,False,31,16,70.8,1587,1175,136,31,36,24.0,23,19,16.0,16,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
뷰웅,470676f84e08d8a4c50f2c5288938be6,https://chzzk.naver.com/live/470676f84e08d8a4c50f2c5288938be6,aux_virtual,chzzk,talk;데이브 더 다이버;구스 구스 덕,True,False,35,18,52.8,5579,969,127,35,33,25,23,25,19,18,False,True,True,True,True,0.01,0.0,False,False,False,False,True,virtual_peer
모잉,07665c7c871c47714c926e1aca7164ae,https://chzzk.naver.com/live/07665c7c871c47714c926e1aca7164ae,aux_virtual,chzzk,메이플스토리 월드;talk;영화,True,False,28,11,78.6,1386,927,132,28,91,27.5,23,19,13.0,13,False,False,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
김태환90,9e8a6e8919730f4b06af6a4c5cca165f,https://chzzk.naver.com/live/9e8a6e8919730f4b06af6a4c5cca165f,aux_virtual,chzzk,마인크래프트;로스트아크;talk,True,False,22,10,86.2,734,911,132,22,26,17.0,23,29,10.5,15,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
득충,a46e4420d750f17b3c764bc422a6f411,https://chzzk.naver.com/live/a46e4420d750f17b3c764bc422a6f411,aux_virtual,chzzk,몬스터 헌터 와일즈;talk;서브노티카 2,True,False,35,18,47.5,862,866,138,35,35,24.0,23,36,15.0,15,False,True,True,True,True,0.04,0.02,False,False,False,False,True,virtual_peer
달잉o,b3e9f222e434ae3016276987bf080eb4,https://chzzk.naver.com/live/b3e9f222e434ae3016276987bf080eb4,aux_virtual,chzzk,음악/노래;talk;초자연 작전팀,True,False,32,18,37.8,3814,714,113,32,58,26,23,19,21,20,False,True,True,True,False,0.01,0.0,False,False,False,False,True,virtual_peer
평범소,7f148028d1b8b3feab3a5442badded46,https://chzzk.naver.com/live/7f148028d1b8b3feab3a5442badded46,aux_virtual,chzzk,PUBG: 배틀그라운드;발로란트;마인크래프트,True,False,21,10,69.8,1364,698,148,21,30,18.0,23,25,10.0,11,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
l늘푸름l,85eb67daa4822df8a31f1cdbd74c34da,https://chzzk.naver.com/live/85eb67daa4822df8a31f1cdbd74c34da,aux_virtual,chzzk,talk;이환;종합 게임,True,False,31,13,164.3,2497,2206,123,31,29,18,22,17,12,12,False,True,True,True,False,0.01,0.01,False,False,False,False,True,virtual_peer
루아 블루벨,adeb7ab9d551519ccfae37b3788c40f1,https://chzzk.naver.com/live/adeb7ab9d551519ccfae37b3788c40f1,aux_virtual,chzzk,디아블로 4: 증오의 군주;패스 오브 엑자일 2;세피리아,True,False,36,13,124.9,2025,1630,112,36,88,34.5,22,14,16.0,15,False,False,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
미 우,d7140e80bad5ce031524c726a5207ecf,https://chzzk.naver.com/live/d7140e80bad5ce031524c726a5207ecf,aux_virtual,chzzk,"톰 클랜시의 더 디비전 2;킹덤언더파이어: 히어로즈;워해머 40,000: 스페이스 마린 2",True,False,30,12,125.0,857,1602,135,30,33,25,22,33,19,15,False,True,True,True,True,0.04,0.01,False,False,False,False,True,virtual_peer
CASKER,d8f9cfab91b27abb7b3f7f2c1a186e29,https://chzzk.naver.com/live/d8f9cfab91b27abb7b3f7f2c1a186e29,aux_virtual,chzzk,음악/노래;talk;엘든 링,True,False,36,15,100.2,2046,1581,135,36,121,36,22,22,17,16,False,False,True,True,True,0.02,0.01,True,False,False,False,True,virtual_peer
Lebe,8410e08fd6359ed491b5ad366994fa0d,https://chzzk.naver.com/live/8410e08fd6359ed491b5ad366994fa0d,aux_virtual,chzzk,유희왕 마스터 듀얼;림버스 컴퍼니;야구,True,False,28,7,169.8,718,1210,115,28,34,21,22,43,13,13,False,True,True,True,True,0.04,0.01,False,False,False,False,True,virtual_peer
달보그레,f964cca49eac931fcac2a5be7c1b349f,https://chzzk.naver.com/live/f964cca49eac931fcac2a5be7c1b349f,aux_virtual,chzzk,월드 오브 워크래프트: 한밤;바이오하자드 RE:2;007 퍼스트 라이트,True,False,20,9,81.0,1356,804,137,20,40,22,22,19,15,15,False,True,True,True,False,0.01,0.01,False,False,False,False,True,virtual_peer
미카 Mika,910178578a17431ecb3292b609a63bc4,https://chzzk.naver.com/live/910178578a17431ecb3292b609a63bc4,aux_virtual,chzzk,마인크래프트;talk;두근두근타운,True,False,38,16,251.7,1232,4213,118,38,38,26.0,21,22,15.0,15,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
꽃분홍,a3a9a476ea4dd0eef053d76403c59aa5,https://chzzk.naver.com/live/a3a9a476ea4dd0eef053d76403c59aa5,aux_virtual,chzzk,talk;음악/노래;종합 게임,True,False,47,18,122.6,696,2265,112,47,43,23.0,21,20,13.5,13,False,True,True,True,False,0.07,0.03,False,False,False,False,True,virtual_peer
바뷰뷰,fa13aa7f06e0ab87ff5eee9935d40c98,https://chzzk.naver.com/live/fa13aa7f06e0ab87ff5eee9935d40c98,aux_virtual,chzzk,스톰 스트라이커;talk;작혼: 리치 마작,True,False,49,12,165.0,783,2048,124,49,48,23.0,21,21,15.0,14,False,True,True,True,False,0.06,0.02,False,True,False,False,True,virtual_peer
김꼬멍,7ed88067545ffab624ab36d4e495c31e,https://chzzk.naver.com/live/7ed88067545ffab624ab36d4e495c31e,aux_virtual,chzzk,talk;용과 같이 7 빛과 어둠의 행방 International;종합 게임,True,False,23,14,112.4,1229,1680,119,23,86,25,21,18,16,15,False,False,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
유채담,ee279ba91e254d53bce40b7a1b323bda,https://chzzk.naver.com/live/ee279ba91e254d53bce40b7a1b323bda,aux_virtual,chzzk,검은사막;에이펙스 레전드;워프레임,True,False,41,9,161.7,954,1613,118,41,93,42.0,21,37,21.0,10,False,False,False,True,True,0.04,0.01,True,False,False,False,True,virtual_peer
어츄,6bc69f9a1344b88409665323ea8cd925,https://chzzk.naver.com/live/6bc69f9a1344b88409665323ea8cd925,aux_virtual,chzzk,talk;명조:워더링 웨이브;아주르 프로밀리아,True,False,21,10,116.4,804,1238,134,21,32,21.0,21,17,10.0,11,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
김초나,f9c5767197acf2b93313d2f57d432a8d,https://chzzk.naver.com/live/f9c5767197acf2b93313d2f57d432a8d,aux_virtual,chzzk,talk;붉은사막;포르자 호라이즌 6,True,False,30,13,89.7,1133,1212,145,30,38,25,21,22,15,15,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
일로하,40d277bcb13fc704ed7142cc974defb8,https://chzzk.naver.com/live/40d277bcb13fc704ed7142cc974defb8,aux_virtual,chzzk,talk;VR챗;마인크래프트,True,False,31,16,63.2,1812,1034,134,31,52,33.0,21,21,17.0,15,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
하야세 알카드,b8c7bed625293faf610cde79ccca139d,https://chzzk.naver.com/live/b8c7bed625293faf610cde79ccca139d,aux_virtual,chzzk,talk;마인크래프트;에이펙스 레전드,True,False,27,9,87.1,904,841,143,27,34,23,21,12,13,12,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
Lee노바,beae152e925e1b47c9934721733d9b1e,https://chzzk.naver.com/live/beae152e925e1b47c9934721733d9b1e,aux_virtual,chzzk,talk;Once Human;림버스 컴퍼니,True,False,27,15,53.7,790,818,136,27,31,23.0,21,21,16.0,16,False,True,True,True,False,0.03,0.02,False,False,False,False,True,virtual_peer
쿠라맛챠,d82829566190e566da4d8e97308d5993,https://chzzk.naver.com/live/d82829566190e566da4d8e97308d5993,aux_virtual,chzzk,발로란트;그라운디드 2;그라운디드,True,False,19,10,77.7,4203,780,139,19,27,20,21,21,12,13,False,True,True,True,False,0.0,0.0,False,False,False,False,True,virtual_peer
나은0,4a62ee4e2d30ac11709453faf4583f1a,https://chzzk.naver.com/live/4a62ee4e2d30ac11709453faf4583f1a,aux_virtual,chzzk,종합 게임,True,False,32,13,386.9,299,5325,54,32,26,20.0,20,19,14.0,14,False,True,True,True,False,0.11,0.04,False,False,False,False,True,virtual_peer
이쿠롬,c60605305243b0234e4cd0d10a675b05,https://chzzk.naver.com/live/c60605305243b0234e4cd0d10a675b05,aux_virtual,chzzk,PUBG: 배틀그라운드;마인크래프트;스톰 스트라이커,True,False,27,11,157.2,1736,1879,125,27,39,24,20,23,12,12,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
핏코로 piccolo,881f5b83ead2350fa1f19a83ac924230,https://chzzk.naver.com/live/881f5b83ead2350fa1f19a83ac924230,aux_virtual,chzzk,작혼: 리치 마작;talk;림버스 컴퍼니,True,False,28,11,124.6,596,1379,141,28,32,24,20,20,14,14,False,True,True,True,False,0.05,0.02,False,False,False,False,True,virtual_peer
박 잔디,aca36e99198a7587de9dd1bbe324fd87,https://chzzk.naver.com/live/aca36e99198a7587de9dd1bbe324fd87,aux_virtual,chzzk,리그 오브 레전드;서든어택;talk,True,False,27,10,111.1,698,1199,139,27,35,25,20,17,13,12,False,True,True,True,False,0.04,0.01,False,False,False,False,True,virtual_peer
삼사마,66630781c437e465edf43de3cfd19b3b,https://chzzk.naver.com/live/66630781c437e465edf43de3cfd19b3b,aux_virtual,chzzk,라이브러리 오브 루이나;종합 게임;성세천하: 여제의 탄생,True,False,29,14,59.4,557,885,127,29,41,26,20,25,16,15,False,True,True,True,True,0.05,0.03,False,False,False,False,True,virtual_peer
포니고라운드,aa26e59c91a22bd430ec1d5d6d965dac,https://chzzk.naver.com/live/aa26e59c91a22bd430ec1d5d6d965dac,aux_virtual,chzzk,서브노티카 2;미나 더 할로워;talk,True,False,38,17,43.3,1185,770,123,38,44,26,20,57,18,15,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
김정폭,8d2a6539c9b0570f9d69c8539eebeb69,https://chzzk.naver.com/live/8d2a6539c9b0570f9d69c8539eebeb69,aux_virtual,chzzk,talk;서브노티카;이환,True,False,47,11,629.6,732,7444,111,47,47,23,19,21,12,11,False,True,True,True,False,0.06,0.02,False,False,False,False,True,virtual_peer
이 렌 이 렌,b9a9c0046303e93448e799900347a3d2,https://chzzk.naver.com/live/b9a9c0046303e93448e799900347a3d2,aux_virtual,chzzk,마비노기 모바일;talk;이환,True,False,35,18,117.4,898,2159,134,35,35,25.0,19,16,17.0,15,False,True,True,True,False,0.04,0.02,False,False,False,False,True,virtual_peer
김용녀,0c4cc4f356578842d1bfa26708e08384,https://chzzk.naver.com/live/0c4cc4f356578842d1bfa26708e08384,aux_virtual,chzzk,talk;이터널 리턴;슬레이 더 스파이어 2,True,False,27,15,118.9,1107,1858,126,27,73,26.0,19,15,19.0,15,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
YT Alpa,c6b716b20c8cc9d992fb5ae069468de3,https://chzzk.naver.com/live/c6b716b20c8cc9d992fb5ae069468de3,aux_virtual,chzzk,talk;슈퍼 마리오 메이커 2;마리오 카트 월드,True,False,26,10,155.1,461,1695,129,26,26,20,19,18,14,12,False,True,True,True,False,0.06,0.02,False,False,False,False,True,virtual_peer
고니시치,59b4a707b8eecdde31e921be2642223c,https://chzzk.naver.com/live/59b4a707b8eecdde31e921be2642223c,aux_virtual,chzzk,talk;철권 8;엘든 링,True,False,20,11,117.8,452,1306,143,20,26,20,19,19,13,14,False,True,True,True,False,0.04,0.02,False,False,False,False,True,virtual_peer
권라치,1c4cbafbd49aa741d272bea73b67aa2c,https://chzzk.naver.com/live/1c4cbafbd49aa741d272bea73b67aa2c,aux_virtual,chzzk,마인크래프트;이환;talk,True,False,23,10,91.8,1221,977,126,23,29,19.0,19,16,13.0,12,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
더스트v,acf6dd771e87a5ac8199f3850cbce994,https://chzzk.naver.com/live/acf6dd771e87a5ac8199f3850cbce994,aux_virtual,chzzk,마비노기 모바일;승리의 여신: 니케;몬길: STAR DIVE,True,False,25,8,93.2,963,833,119,25,38,18,19,30,11,11,False,True,True,True,True,0.03,0.01,False,False,False,False,True,virtual_peer
수리하,f3cf176831b673829fad548f8f66db87,https://chzzk.naver.com/live/f3cf176831b673829fad548f8f66db87,aux_virtual,chzzk,talk;마인크래프트;펜티먼트,True,False,27,12,57.6,1603,733,143,27,40,24,19,24,12,13,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
찍먹별강,0d8a7b2da24e3648408b9fef32e7824d,https://chzzk.naver.com/live/0d8a7b2da24e3648408b9fef32e7824d,aux_virtual,chzzk,talk;엘든 링;마법소녀의 마녀재판,True,False,41,14,47.2,643,684,65,41,42,21,19,20,14,13,False,True,True,True,False,0.06,0.02,False,False,False,False,True,virtual_peer
쁘눙공작,4cd76d9219e872fb80681d13308025c6,https://chzzk.naver.com/live/4cd76d9219e872fb80681d13308025c6,aux_virtual,chzzk,종합 게임;용과 같이 0: 맹세의 장소;talk,True,False,25,7,1326.3,295,9465,135,25,26,20,18,14,11,11,False,True,True,True,False,0.08,0.02,False,False,False,False,True,virtual_peer
은둔이,5992c0c83aaec4f64199fb265e0285ec,https://chzzk.naver.com/live/5992c0c83aaec4f64199fb265e0285ec,aux_virtual,chzzk,talk;마비노기;이환,True,False,25,7,487.0,1031,3507,149,25,25,16,18,22,8,10,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
유다밍,97be9cdfb3dcd0c98219dfcbffb4baab,https://chzzk.naver.com/live/97be9cdfb3dcd0c98219dfcbffb4baab,aux_virtual,chzzk,talk;명조:워더링 웨이브;종합 게임,True,False,29,14,137.0,1020,1994,147,29,33,20,18,15,13,11,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
나들희,827cf700086734c7b700e138eaf9f57e,https://chzzk.naver.com/live/827cf700086734c7b700e138eaf9f57e,aux_virtual,chzzk,스플래툰 3;두근두근타운;talk,True,False,26,10,155.4,647,1657,116,26,24,16.0,18,17,10.0,11,False,True,True,True,False,0.04,0.02,False,False,False,False,True,virtual_peer
김피엔,33a1437c1164b51cb395d242ce36bd53,https://chzzk.naver.com/live/33a1437c1164b51cb395d242ce36bd53,aux_virtual,chzzk,talk;마왕성 스토리;포켓몬 포코피아,True,False,30,12,116.3,406,1449,125,30,24,19,18,18,16,15,False,True,True,True,False,0.07,0.03,False,False,False,False,True,virtual_peer
미네르 Mineru,69996ac83db681049e110c5883f05f39,https://chzzk.naver.com/live/69996ac83db681049e110c5883f05f39,aux_virtual,chzzk,talk;에이펙스 레전드;서브노티카: 빌로우 제로,True,False,21,10,108.5,849,1144,119,21,36,21,18,17,13,14,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
빵 코,d4c8d01276625c7fde0c8fa648d6ac83,https://chzzk.naver.com/live/d4c8d01276625c7fde0c8fa648d6ac83,aux_virtual,chzzk,talk;음악/노래,True,False,25,12,72.7,661,926,89,25,44,22,18,23,14,12,False,True,True,True,True,0.04,0.02,False,False,False,False,True,virtual_peer
츄아공주,160d1e6a8d9304fd44c2810c31330d8b,https://chzzk.naver.com/live/160d1e6a8d9304fd44c2810c31330d8b,aux_virtual,chzzk,메이플스토리 월드,True,False,25,13,52.7,701,735,126,25,61,28.0,18,28,14.0,12,False,True,True,True,True,0.04,0.02,False,False,False,False,True,virtual_peer
서넹,74464510ad0e4fad4c855aff6d483b84,https://chzzk.naver.com/live/74464510ad0e4fad4c855aff6d483b84,aux_virtual,chzzk,,True,False,48,14,3013.0,,43243,124,48,31,24.0,17,22,13.0,11,False,True,True,True,True,,,False,False,False,False,True,virtual_peer
밍쑨,3ea47d1b635b154d30f20ce0e6ce6b13,https://chzzk.naver.com/live/3ea47d1b635b154d30f20ce0e6ce6b13,aux_virtual,chzzk,talk;종합 게임;서브노티카 2,True,False,24,8,318.3,1205,2564,128,24,67,21.0,17,15,11.0,11,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
세키오,0cfb40c68e56441c3e0ca58231e3523b,https://chzzk.naver.com/live/0cfb40c68e56441c3e0ca58231e3523b,aux_virtual,chzzk,talk;종합 게임;이환,True,False,21,10,135.1,1155,1381,109,21,21,16,17,15,11,12,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
방장 라라,b2382c5940fe09f71f6de5a740d2de2b,https://chzzk.naver.com/live/b2382c5940fe09f71f6de5a740d2de2b,aux_virtual,chzzk,림버스 컴퍼니;서브노티카 2;talk,True,False,24,10,94.6,1792,947,92,24,72,18.0,17,32,11.0,9,False,True,True,True,True,0.01,0.01,False,False,False,False,True,virtual_peer
마무 Mamuu,a9e9faf32d32f089b07eb6213e9f4254,https://chzzk.naver.com/live/a9e9faf32d32f089b07eb6213e9f4254,aux_virtual,chzzk,블랙 메사;종합 게임;하프라이프,True,False,24,11,64.4,432,754,91,24,24,18,17,16,12,10,False,True,True,True,False,0.06,0.03,False,False,False,False,True,virtual_peer
반달곰탱이방송,4d93eaefb9387f2245e36634890d4c28,https://chzzk.naver.com/live/4d93eaefb9387f2245e36634890d4c28,aux_virtual,chzzk,PUBG: 배틀그라운드;talk;종합 게임,True,False,27,10,406.5,772,4247,128,27,23,15.0,16,16,10.0,10,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
꿀 지,8d3db5769db2ad8d570eeaadece62a23,https://chzzk.naver.com/live/8d3db5769db2ad8d570eeaadece62a23,aux_virtual,chzzk,로스트아크;talk;음악/노래,True,False,15,6,146.7,687,987,120,15,34,19.0,16,16,10.0,9,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
HAKKA,77a81ceffdab49f687a3e39ddf04a6fe,https://chzzk.naver.com/live/77a81ceffdab49f687a3e39ddf04a6fe,aux_virtual,chzzk,talk;성세천하: 여제의 탄생 Ⅱ;방 탈출 시뮬레이터2,True,False,20,10,79.3,804,828,144,20,21,15.5,16,13,11.0,11,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
백야 BY,2626f1dee4cedd89ecc8c4c313e37ecc,https://chzzk.naver.com/live/2626f1dee4cedd89ecc8c4c313e37ecc,aux_virtual,chzzk,마인크래프트;talk;음악/노래,True,False,20,10,72.0,1110,774,137,20,73,26,16,28,13,11,False,True,True,True,True,0.02,0.01,False,False,False,False,True,virtual_peer
